Frequency [Hz],repeat,VC_rms_fft [V],VC_phase [deg],VC_real [V],VC_imag [V],VR_rms_fft [V],VR_phase [deg],VR_real [V],VR_imag [V],Irms [A],XC [Ohm],C [F],VC_rms_scope [V],VR_rms_scope [V],M_C,dt_C [s],Mdt_C [s],M_R,dt_R [s],Mdt_R [s]
500,1,1.1160846408495935,120.83914573723283,-0.5721380292741625,0.958281274469372,0.998709372470158,-154.05321772202905,-0.8980402950431704,-0.4369714397286306,0.017834095936967106,62.58150930634707,5.086324853969404e-06,1.2869342945601387,1.0007392386162317,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500,2,1.1161016568105468,120.81455377291556,-0.5717353885788483,0.9585413677989287,0.9986532455026833,-154.06629773127398,-0.8980895524930415,-0.4367418693643777,0.017833093669690773,62.585980732410974,5.085961463873806e-06,1.2869342945601387,1.0007392386162317,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500,3,1.1162837570659307,120.7518288724283,-0.5707787888269744,0.9593231991953715,0.9990232616528814,-154.07984950708715,-0.8985256209589992,-0.43669117898556903,0.01783970110094431,62.57300785195568,5.087015905274915e-06,1.2869342945601387,1.0007392386162317,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500,4,1.1179003312762725,120.70100979676698,-0.5707530379454161,0.96121908030567,0.9993618141928167,-154.00346057889763,-0.898246907117522,-0.43803713258188925,0.017845746682014583,62.64239603955166,5.081381082275551e-06,1.2869342945601387,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500,5,1.1183885202124988,120.63749273985042,-0.5699358807997567,0.962271257972568,0.9998615478213778,-154.01197552272262,-0.8987611989514288,-0.438122610773687,0.017854670496810318,62.63842955893784,5.081702852787619e-06,1.2869342945601387,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500,6,1.119697618245466,120.53525211678411,-0.5688829746582666,0.9644142872482404,0.9999138609085819,-153.97675645988713,-0.8985387295809047,-0.43869793785729233,0.01785560465908182,62.708468272227286,5.076027129254021e-06,1.2869342945601387,1.0007392386162317,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500,7,1.1203890352192065,120.55057764990424,-0.5694923632086332,0.9648575223764754,1.000363447006861,-153.9217156571217,-0.8985206984889978,-0.43975854794909014,0.017863632982265374,62.718990942744085,5.075175499465138e-06,1.2869342945601387,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500,8,1.1210653317545036,120.4809765893452,-0.5686629185274492,0.9661314419651598,1.0004887740649628,-153.97887457188725,-0.8990715823278521,-0.4389169361969354,0.017865870965445764,62.74898850007072,5.072749279192476e-06,1.2869342945601387,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500,9,1.1212154620511656,120.43188985036298,-0.5679110438279469,0.9667477223354916,1.0007202236703587,-153.9413633083218,-0.898991954500874,-0.4396071334789184,0.017870003994113547,62.74287696972528,5.073243395220492e-06,1.2869342945601387,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500,10,1.1220319156513237,120.36313359593589,-0.5671632155633474,0.968133000497361,1.0017738441692958,-153.9121104268592,-0.8997136701349778,-0.44052939360952637,0.017888818645880284,62.722527287162286,5.07488935715989e-06,1.3010764166781303,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
