Frequency [Hz],repeat,VL_rms_fft [V],VL_phase [deg],VL_real [V],VL_imag [V],VL_rms_scope [V],M,dt [s],Mdt [s]
500.0,1,0.15832582112132204,-165.20944911714116,-0.15307977469415668,-0.04041841428516333,1.4283556845264418,1500,4e-06,0.006
500.0,2,0.1568400201492763,-164.96210058149939,-0.1514689417580765,-0.04069338525010954,1.4283556845264418,1500,4e-06,0.006
500.0,3,0.15754902127651982,-164.96864594384652,-0.15215833148419658,-0.04085995919154412,1.4283556845264418,1500,4e-06,0.006
500.0,4,0.15715929079976884,-165.03548121387595,-0.15182937778530753,-0.040581802892585624,1.4283556845264418,1500,4e-06,0.006
500.0,5,0.1572693346529432,-165.04596706508082,-0.15194311924061354,-0.040582411678116666,1.4283556845264418,1500,4e-06,0.006
500.0,6,0.1564040978326443,-164.7697468094795,-0.15091086050318733,-0.041087151288826326,1.4283556845264418,1500,4e-06,0.006
500.0,7,0.15749213200205944,-165.0029663479544,-0.15212782788454932,-0.0407540872267194,1.4283556845264418,1500,4e-06,0.006
500.0,8,0.15601161970181235,-164.89047327660907,-0.15061818922930192,-0.04066677458649901,1.4283556845264418,1500,4e-06,0.006
500.0,9,0.15589391865695765,-164.69822829348564,-0.1503673636428327,-0.041140853483201345,1.4283556845264418,1500,4e-06,0.006
500.0,10,0.15862569705170262,-165.15624437061913,-0.15333204472000744,-0.04063736983516746,1.4283556845264418,1500,4e-06,0.006
