Frequency [Hz],repeat,VL_rms_fft [V],VL_phase [deg],VL_real [V],VL_imag [V],VL_rms_scope [V],M,dt [s],Mdt [s]
500.0,1,0.18835007083217695,164.83632328685937,-0.18179219567629099,0.04926811112351684,0.5374011469489063,2000,4e-06,0.008
500.0,2,0.18509749961957792,165.4140015124585,-0.17913194425376214,0.04661363441404988,0.5374011469489063,2000,4e-06,0.008
500.0,3,0.18373823491575916,165.93900578476686,-0.17823300351781962,0.04464006526625601,0.5374011469489063,2000,4e-06,0.008
500.0,4,0.18222656158406397,165.9017803222829,-0.17673782184139245,0.04438763428603599,0.5374011469489063,2000,4e-06,0.008
500.0,5,0.18424589642514275,165.65631582581335,-0.17850242298558683,0.0456446638478045,0.5374011469489063,2000,4e-06,0.008
500.0,6,0.1835394437071522,165.8053931264509,-0.17793569740724344,0.04500683264270877,0.5374011469489063,2000,4e-06,0.008
500.0,7,0.185350825899307,165.93829518388807,-0.17979671895403504,0.045034081703959956,0.5374011469489063,2000,4e-06,0.008
500.0,8,0.18429433859499797,165.71878822384812,-0.1785990306294386,0.04546195658341828,0.5374011469489063,2000,4e-06,0.008
500.0,9,0.18474296764255216,165.5564284504878,-0.17890393718420197,0.04607977162886317,0.5374011469489063,2000,4e-06,0.008
500.0,10,0.1859354931462888,165.3070859872541,-0.17985524049434176,0.04716036554434344,0.5374011469489063,2000,4e-06,0.008
