Frequency [Hz],repeat,VL_rms_fft [V],VL_phase [deg],VL_real [V],VL_imag [V],VL_rms_scope [V],M,dt [s],Mdt [s]
500.0,1,0.15475666227206689,-75.1758509719278,0.0395949922166908,-0.14960568541653343,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,2,0.15505959422230556,-75.36428998532858,0.039179286185277544,-0.15002820166354783,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,3,0.1548308107269443,-75.12640592963626,0.039743116963208105,-0.14964312414679,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,4,0.15437876504147643,-74.97014776008947,0.04003385279440245,-0.14909759798926173,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,5,0.15349529522763145,-74.90644975940819,0.039969533909269474,-0.1482000068019347,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,6,0.15439964894946695,-75.00384225068609,0.03995156839149496,-0.14914128797478696,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,7,0.1544228577280573,-75.08041240015737,0.039758195581228555,-0.14921697246970467,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,8,0.15437329112754516,-74.8354701266541,0.040382774006685516,-0.1489978005779776,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,9,0.1561561892256873,-75.39341292373143,0.0393795631155856,-0.15110925002234069,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,10,0.15349271296217185,-74.56921340787734,0.04084043760703394,-0.1479596958247537,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
