Frequency [Hz],repeat,VC_rms_fft [V],VC_phase [deg],VC_real [V],VC_imag [V],VR_rms_fft [V],VR_phase [deg],VR_real [V],VR_imag [V],Irms [A],XC [Ohm],C [F],VC_rms_scope [V],VR_rms_scope [V],M_C,dt_C [s],Mdt_C [s],M_R,dt_R [s],Mdt_R [s]
500.0,1,1.165354785542808,27.874156892704306,1.030146359565436,0.5448396590388799,1.0159138833902486,117.4450435249699,-0.4682322762543984,0.901576149828,0.018141319346254438,64.23759834112693,4.955195935150625e-06,1.45663992879778,1.0199927619343858,1500,4e-06,0.006,1500,4e-06,0.006
500.0,2,1.1655442781170424,27.862267466170557,1.0304269222481879,0.5447144409298366,1.0163742536087237,117.46722868286894,-0.46879367679270695,0.9018032557037401,0.018149540243012924,64.2189423264176,4.9566354513572904e-06,1.45663992879778,1.0199927619343858,1500,4e-06,0.006,1500,4e-06,0.006
500.0,3,1.16574327513941,27.8750128864937,1.0304816325936335,0.5450366853890825,1.0158697426457564,117.47444478467018,-0.46867449283075285,0.9012965959066926,0.01814053111867422,64.2618050989351,4.953329364055874e-06,1.45663992879778,1.0199927619343858,1500,4e-06,0.006,1500,4e-06,0.006
500.0,4,1.1646365486651455,27.89837225787704,1.0292812350909495,0.5449389227943909,1.016006186524951,117.44733388922437,-0.4683108614117236,0.9016393448273998,0.018142967616516983,64.19217480192626,4.958702321053609e-06,1.45663992879778,1.0199927619343858,1500,4e-06,0.006,1500,4e-06,0.006
500.0,5,1.1639704325986189,27.93339864199419,1.0283593989041848,0.5452560083568446,1.01585004813766,117.42897372787804,-0.4679499863696611,0.9016507808225533,0.018140179431029642,64.1653208020419,4.960777600813635e-06,1.4495688677034289,1.0199927619343858,1500,4e-06,0.006,1500,4e-06,0.006
500.0,6,1.1647137945169097,27.878982352876825,1.0295338735990105,0.5446266852167589,1.0161892617469204,117.46072981090092,-0.46860607794831877,0.9016922753354634,0.018146236816909293,64.1848668827902,4.9592669057811615e-06,1.45663992879778,1.0199927619343858,1500,4e-06,0.006,1500,4e-06,0.006
500.0,7,1.1635429178887018,27.89507158487196,1.0283460687055275,0.5443679681491562,1.0159751940822586,117.36432803400137,-0.4669898969548613,0.9022893278392309,0.018142414180040332,64.13385265830786,4.963211673555324e-06,1.45663992879778,1.0199927619343858,1500,4e-06,0.006,1500,4e-06,0.006
500.0,8,1.1649809861209337,27.957456601943413,1.0290229782035794,0.5461615222187837,1.0139094967905304,117.42549062023687,-0.4670013649120713,0.8999567727687197,0.01810552672840233,64.34394334926561,4.9470061922685025e-06,1.4424978066444332,1.0199927619343858,1500,4e-06,0.006,1500,4e-06,0.006
500.0,9,1.1629332014436569,27.76731063960964,1.0290178638469933,0.5417895042392054,1.01358412729914,117.39827857946176,-0.4664241607603481,0.8998895962126487,0.018099716558913213,64.25145927884545,4.9541269530137045e-06,1.4424978066444332,1.0199927619343858,1500,4e-06,0.006,1500,4e-06,0.006
500.0,10,1.1629503699575003,27.79074321206481,1.028811387374161,0.542218306767248,1.0139676887534144,117.41320750768188,-0.4668352126056425,0.9001085257386388,0.018106565870596687,64.22810257167646,4.9559285334416865e-06,1.4424978066444332,1.0199927619343858,1500,4e-06,0.006,1500,4e-06,0.006
