Frequency [Hz],repeat,VL_rms_fft [V],VL_phase [deg],VL_real [V],VL_imag [V],VL_rms_scope [V],M,dt [s],Mdt [s]
500.0,1,0.23048545636008622,-116.21277285550154,-0.1018067781427664,-0.2067823143252506,0.5883128540740888,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,2,0.2280567542978247,-115.90500757172556,-0.09963352759170592,-0.20514152032314464,0.5854844633653418,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,3,0.22779341288201985,-115.90998517569619,-0.09953627972029425,-0.204895993059605,0.5854844633653418,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,4,0.22728049160409997,-116.02107255060743,-0.09970833360067545,-0.20424169523967864,0.5883128540740888,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,5,0.22756679638354435,-115.71053426251909,-0.09872410788585588,-0.20503706332858804,0.5854844633653418,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,6,0.22656360840941395,-115.71142151200556,-0.09829206119414137,-0.2041316716281465,0.5854844633653418,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,7,0.22631643917309305,-115.78809658393857,-0.09845761922317728,-0.20377739780675422,0.5883128540740888,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,8,0.22723521085816797,-115.68104134709762,-0.09847485609195147,-0.20478902258525847,0.5883128540740888,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,9,0.2259586766716839,-115.46728447058751,-0.09716124943603983,-0.20400248814964547,0.5854844633653418,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,10,0.22535417554297082,-115.54793685930795,-0.09718761628382097,-0.20332012117771545,0.5854844633653418,1000,1.9999999999998318e-06,0.0019999999999998318
