Frequency [Hz],repeat,VL_rms_fft [V],VL_phase [deg],VL_real [V],VL_imag [V],VL_rms_scope [V],M,dt [s],Mdt [s]
500.0,1,0.16208753349050387,-167.35017260864413,-0.15815313160416836,-0.03549585154394547,1.4283556845264418,1500,4e-06,0.006
500.0,2,0.16099352230937014,-167.2008829436762,-0.1569932789604246,-0.035665453688856465,1.4283556845264418,1500,4e-06,0.006
500.0,3,0.15747972255500303,-166.39108097530735,-0.1530583825082021,-0.037053941220518236,1.4283556845264418,1500,4e-06,0.006
500.0,4,0.1592044659827089,-166.75729227401314,-0.15497096798705415,-0.0364700023306135,1.4283556845264418,1500,4e-06,0.006
500.0,5,0.15867212388700985,-166.66342894928215,-0.15439302821717657,-0.03660103464035851,1.4283556845264418,1500,4e-06,0.006
500.0,6,0.1584551236040681,-166.63011819069203,-0.15416060388083452,-0.03664061145064215,1.4283556845264418,1500,4e-06,0.006
500.0,7,0.16100716404437834,-166.98485612819954,-0.1568709823928373,-0.03626019521071953,1.4283556845264418,1500,4e-06,0.006
500.0,8,0.158561175972686,-166.6510389185577,-0.15427715943348816,-0.03660880499244915,1.4283556845264418,1500,4e-06,0.006
500.0,9,0.15898685833375648,-166.71361421979228,-0.15473133787841764,-0.03653811983658859,1.4283556845264418,1500,4e-06,0.006
500.0,10,0.1587200054206832,-166.68831708913285,-0.15445550745761355,-0.03654499058356411,1.4283556845264418,1500,4e-06,0.006
