Frequency [Hz],Vrms_mean [V],Vrms_std [V],Irms_mean [A],Irms_std [A],XL_mean [Ohm],XL_std [Ohm]
200,0.06758949588886962,0.003294220186677018,0.006278577913000001,3.8758198505407584e-05,10.768356964292972,0.5916934765458265
500,0.08897494747812629,0.0004144555314063094,0.006222638674,8.941570919333654e-06,14.2986760436005,0.08245005806430813
1000,0.14720644320555457,0.03748336696912388,0.0058827094740000006,0.0006775941315562884,26.16997770692659,11.174783024190157
2000,0.31401197595985414,0.006533992875522867,0.004366359488,5.8407923985049346e-05,71.94516902763786,2.4138360033941346
5000,0.4274513524821649,0.0026866892916813817,0.003933381616,6.645353587369048e-06,108.67316873819007,0.7329242699888089
