Frequency [Hz],repeat,VL_rms_fft [V],VL_phase [deg],VL_real [V],VL_imag [V],VL_rms_scope [V],M,dt [s],Mdt [s]
500.0,1,0.15214487197929233,-71.5260418981683,0.04821069247619243,-0.14430450859401883,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,2,0.15199191446498872,-71.36342038476444,0.048571194694048615,-0.14402215492321058,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,3,0.15295575710932535,-71.60176473630501,0.048275867147260766,-0.14513753575166888,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,4,0.15096412464884834,-71.18633136752358,0.04868465020546528,-0.14289846663055736,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,5,0.15191549196330525,-71.32484777229308,0.04864367149226954,-0.14391702443493343,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,6,0.15230720569909478,-71.25761162442302,0.04893838643568487,-0.14423078465063532,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,7,0.1537733571506515,-71.69035887044112,0.04830824011539673,-0.14598821632698644,0.1697056237017501,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,8,0.1529248989968815,-71.38992312429603,0.04880231021781823,-0.1449288075249715,0.1697056237017501,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,9,0.15297685403271943,-71.35157011394801,0.04891592579463942,-0.1449453347762572,0.1697056237017501,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,10,0.1514842388557879,-71.36808780694562,0.04839726638776141,-0.14354504250551275,0.1697056237017501,1000,1.9999999999998318e-06,0.0019999999999998318
