Frequency [Hz],Vrms_mean [V],Vrms_std [V],Irms_mean [A],Irms_std [A],XL_mean [Ohm],XL_std [Ohm]
200,0.7125939636789698,1.1702778228589004e-16,0.001257779774,9.882702870426549e-06,566.5803764951697,4.426985733377579
500,0.7125939636789698,1.1702778228589004e-16,0.0012522362279999998,1.0633818168960128e-05,569.0938391635716,4.802344924263689
1000,0.7144692034168421,0.003019422836770359,0.001241723913,1.1284215731433632e-05,575.4236535341818,5.309015020413248
2000,0.7201983509767088,0.0,0.001237749726,8.728211827999282e-06,581.8870254649631,4.093501141835566
5000,0.7242936759538511,0.00342360874178784,0.001239586868,6.1130062854681725e-06,584.321160175247,4.851873151438964
