Frequency [Hz],n_repeat,VC_rms_fft_mean [V],VC_rms_fft_std [V],VC_phase_mean [deg],VC_phase_std [deg],VR_rms_fft_mean [V],VR_rms_fft_std [V],VR_phase_mean [deg],VR_phase_std [deg],Irms_mean [A],Irms_std [A],XC_mean [Ohm],XC_std [Ohm],C_mean [F],C_std [F]
1000.0,3,0.49040669484715077,0.01114525869186979,9.981905223276659,1.0481908604881698,0.8488563566656883,0.025968021179799596,96.9687644450063,0.29767581982827973,0.015158283153986851,0.0004637146639249922,32.36152011788942,0.3060460129310827,4.918323729763573e-06,4.6509558134886307e-08
