stage,Frequency [Hz],Vrms_mean [V],Vrms_std [V],Irms_mean [A],Irms_std [A],Z_mean [Ohm],Z_std [Ohm]
coarse,100.0,0.7125939636789699,0.0,0.00251462264,3.1024739059337086e-06,283.3804242401376,0.3492569457648917
coarse,166.81005372000593,0.6555467122266352,0.0025761760589884807,0.0035895274480000003,4.795744070055188e-06,182.62721917556456,0.540213575663146
coarse,278.2559402207126,0.5353646533975595,0.0,0.004859245846,5.636406553685573e-06,110.17455111730138,0.12784168317717973
coarse,464.15888336127773,0.3632778065272597,0.0,0.005930151138,5.6977061067038865e-06,61.25949676849606,0.05878412831474824
coarse,774.263682681127,0.18515242047362046,0.0007125918221488464,0.006519903987999999,4.0950768322118385e-06,28.398029275050515,0.10800493450476781
coarse,1291.549665014884,0.026179921657569567,0.00016443910240706398,0.006687808687999999,6.353432112426956e-06,3.9145750618335478,0.024523906299838357
coarse,2154.4346900318824,0.15707953001612807,0.0006577564096282496,0.006514967791999999,5.356412768852086e-06,24.110553016739306,0.09649720770651797
coarse,3593.813663804626,0.3294551923743197,0.0,0.005944384727999999,5.464346371934025e-06,55.4229630870969,0.051008189631625525
coarse,5994.8425031894085,0.4855978738229819,0.0019184338005528178,0.004920663032,7.145254425566024e-06,98.6855608682279,0.3965569000428082
coarse,10000.0,0.600819847091692,0.0,0.0037013354720000003,6.020682414159468e-06,162.32549659212728,0.26397664571691953
fine,904.0847655104188,0.1326206264457531,0.0005481515338876686,0.006610827984000001,3.491690016056642e-06,20.061128372070005,0.08417062398422193
fine,990.1880765114112,0.10353807871443002,0.0005370327701090598,0.006646619926,7.330818154717149e-06,15.577614030936635,0.09262257882004891
fine,1076.2913875124034,0.07677482778329889,0.0004027890092859767,0.00666608447,6.168544085681731e-06,11.517219157515871,0.05678637349994171
fine,1162.3946985133957,0.05257641912670612,0.00027404513237899963,0.006682149601999999,5.446241253132225e-06,7.868167896208829,0.034921420617550804
fine,1248.498009514388,0.032945520287485534,0.00020139594732928982,0.006682825648,4.485938629458684e-06,4.9298707496947145,0.028261478033833123
fine,1334.6013205153804,0.021988192630411442,0.0003076361233673679,0.00668838555,5.343349844442296e-06,3.2875210503767405,0.046158152617461846
fine,1420.7046315163725,0.028239017537765743,0.00030763518524533026,0.006681807246,6.415618508330175e-06,4.226271250034681,0.04776891551125688
fine,1506.8079425173648,0.04295096666169236,0.00026855390458069094,0.0066738287,4.7691358204342074e-06,6.4357160821079145,0.03684734961534543
fine,1592.9112535183572,0.059071872270703464,0.0003356353704110127,0.006657814514,4.243907776793593e-06,8.872579969899588,0.053924722527928584
fine,1679.0145645193495,0.07618651468679324,0.000402791875293668,0.006647145003999999,7.095781770131278e-06,11.461585931452241,0.06965941768991783
