Frequency [Hz],repeat,VC_rms_fft [V],VC_phase [deg],VC_real [V],VC_imag [V],VR_rms_fft [V],VR_phase [deg],VR_real [V],VR_imag [V],Irms [A],XC [Ohm],C [F],VC_rms_scope [V],VR_rms_scope [V],M_C,dt_C [s],Mdt_C [s],M_R,dt_R [s],Mdt_R [s]
500.0,1,0.8643704252429119,-66.22375215045534,0.3484847341922083,-0.7910086106165963,1.0049216907373801,117.51455653009904,-0.4642476446702642,0.8912585084769663,0.01794503019173893,48.16767740189305,6.608371076893168e-06,0.6010407387294979,1.0094412984234855,2000,4e-06,0.008,2000,4e-06,0.008
500.0,2,0.8637388659692823,-66.12755664741262,0.3495566959282656,-0.7898448866186423,1.0048887055418048,117.57819536932207,-0.46522201462832413,0.8907130781742499,0.01794444117038937,48.13406323260499,6.612985997994335e-06,0.6010407387294979,1.0094412984234855,2000,4e-06,0.008,2000,4e-06,0.008
500.0,3,0.8643462658048473,-66.2729981260828,0.3477950089024504,-0.7912857252556299,1.0051194345644114,117.46684372621323,-0.46359649867390973,0.8918202532777407,0.017948561331507348,48.156855016984146,6.609856189145407e-06,0.6010407387294979,1.0094412984234855,2000,4e-06,0.008,2000,4e-06,0.008
500.0,4,0.8640097198720479,-66.17283010511615,0.3490418937450072,-0.7903686180791047,1.0049345937253256,117.54540781605061,-0.46473344830489743,0.891019842479686,0.017945260602237955,48.14695863287141,6.6112148144383676e-06,0.6151829029910536,1.0094412984234855,2000,4e-06,0.008,2000,4e-06,0.008
500.0,5,0.864546541869898,-66.19411302692534,0.3489649641254899,-0.7909893658400818,1.0050458338181185,117.54426347807602,-0.4647670935202322,0.8911277556309829,0.0179472470324664,48.17154075530032,6.6078410861036665e-06,0.6081118419320578,1.0094412984234855,2000,4e-06,0.008,2000,4e-06,0.008
500.0,6,0.8641377568343552,-66.13347468631041,0.34963650575085287,-0.7902457697659919,1.0049602126211605,117.58109898697319,-0.46530026135038194,0.8907528814092236,0.017945718082520722,48.15286592939586,6.610403763931987e-06,0.6081117997884936,1.0094412984234855,2000,4e-06,0.008,2000,4e-06,0.008
500.0,7,0.8639569929916853,-66.188993734229,0.34879762316473245,-0.7904188154477777,1.0048879367130068,117.5301939705919,-0.46447527229786806,0.8911018386105739,0.017944427441303694,48.14625575642871,6.6113113300879796e-06,0.6010407387294979,1.0094412984234855,2000,4e-06,0.008,2000,4e-06,0.008
500.0,8,0.8644382747346915,-66.22819734921603,0.34845071383053466,-0.7910977378663655,1.0047694552950532,117.51115078369642,-0.46412434533483266,0.8911510816698991,0.01794231170169738,48.17875695766192,6.606851365291805e-06,0.6222539640854046,1.0094412984234855,2000,4e-06,0.008,2000,4e-06,0.008
500.0,9,0.8644872320233927,-66.14166497952542,0.3496648930070582,-0.7906153533355078,1.0051275933617636,117.58234270180083,-0.4653970978578369,0.8908911382670242,0.017948707024317206,48.16431795628348,6.608832008639795e-06,0.6293250251444004,1.0094412984234855,2000,4e-06,0.008,2000,4e-06,0.008
500.0,10,0.864026956419543,-66.17886280020781,0.34896563513393275,-0.7904211326344898,1.0048466798708853,117.54203686490106,-0.4646403737617784,0.8909692324194234,0.017943690711980095,48.1521315925645,6.610504574899091e-06,0.6081117997884936,1.0094412984234855,2000,4e-06,0.008,2000,4e-06,0.008
