Frequency [Hz],n_repeat,VC_rms_fft_mean [V],VC_rms_fft_std [V],VC_phase_mean [deg],VC_phase_std [deg],VR_rms_fft_mean [V],VR_rms_fft_std [V],VR_phase_mean [deg],VR_phase_std [deg],Irms_mean [A],Irms_std [A],XC_mean [Ohm],XC_std [Ohm],C_mean [F],C_std [F]
500.0,10,1.044424514796437,0.016347318766051604,115.20635372070309,0.4695916645042254,1.1620884181100468,0.018599778523336396,-155.76175444114048,0.32532960502848457,0.0207518835266574,0.00033213890220243586,50.35299626909607,1.565041547517709,6.327179903256758e-06,2.0065760300522501e-07
