Frequency [Hz],repeat,VL_rms_fft [V],VL_phase [deg],VL_real [V],VL_imag [V],VL_rms_scope [V],M,dt [s],Mdt [s]
500.0,1,0.14754986181770743,-74.33755886996437,0.03983393563446804,-0.142071176859677,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,2,0.14833535237134207,-74.07486672506424,0.04070041243912781,-0.14264239618856348,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,3,0.14713227051316707,-73.86688667059371,0.04088362582483107,-0.14133801387374514,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,4,0.147712653350752,-73.50381273986648,0.04194323532938353,-0.14163259854293214,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,5,0.14682814578493864,-73.40692347189764,0.041930090078277,-0.14071379442212043,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,6,0.147585295635399,-73.65405140497715,0.04153586522563006,-0.14161988344772217,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,7,0.14829601043340107,-73.77757599774509,0.04142899929264534,-0.1423915191578255,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,8,0.1469887103260547,-73.442375976602,0.04188877118137924,-0.14089361877754036,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,9,0.14705305722476297,-73.2912311689565,0.042278798970239104,-0.1408442572375016,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,10,0.14777075087875802,-73.31491036953807,0.042426645167559174,-0.14154919496449986,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
