Frequency [Hz],repeat,VL_rms_fft [V],VL_phase [deg],VL_real [V],VL_imag [V],VL_rms_scope [V],M,dt [s],Mdt [s]
500.0,1,0.1537282865271363,-163.6770518369499,-0.14753193005649007,-0.04320550534800209,0.1697056237017501,2000,4e-06,0.008
500.0,2,0.1526160174143437,-163.18896791108,-0.1460937930122239,-0.04413901238945816,0.1697056237017501,2000,4e-06,0.008
500.0,3,0.15206626737156145,-163.27000716476704,-0.14562959696847633,-0.04377408090546695,0.1697056237017501,2000,4e-06,0.008
500.0,4,0.15462036357098932,-163.66397892515678,-0.14837813090711566,-0.04349008047055985,0.1697056237017501,2000,4e-06,0.008
500.0,5,0.15115495875120036,-162.97781849731066,-0.1445330860522726,-0.044249390857767086,0.1697056237017501,2000,4e-06,0.008
500.0,6,0.15409131401938803,-163.68143953776547,-0.1478836409775975,-0.043296209850640456,0.1697056237017501,2000,4e-06,0.008
500.0,7,0.15295431311213506,-163.53698232181648,-0.1466836232036046,-0.04334670210601957,0.18384775635563258,2000,4e-06,0.008
500.0,8,0.15291407018020828,-163.13554040984,-0.14633780512479308,-0.04436169124746874,0.1697056237017501,2000,4e-06,0.008
500.0,9,0.15251196140079026,-163.1014683755246,-0.14592665258284848,-0.04433182193730348,0.1697056237017501,2000,4e-06,0.008
500.0,10,0.15265193688174514,-163.06987708065395,-0.14603609610215224,-0.04445303666782793,0.1697056237017501,2000,4e-06,0.008
