Frequency [Hz],repeat,VL_rms_fft [V],VL_phase [deg],VL_real [V],VL_imag [V],VL_rms_scope [V],M,dt [s],Mdt [s]
500.0,1,0.12777158164959201,-81.02867846947615,0.019924709916527415,-0.12620849025315448,0.8202438425590286,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,2,0.12112804610316866,-77.92144815656592,0.02534634936446954,-0.11844646945631435,0.8131727815000328,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,3,0.12684984026100846,-80.81847516121194,0.020240525197042426,-0.12522461065617754,0.8131727815000328,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,4,0.1226619327527387,-78.50673367275621,0.02444072958315975,-0.12020233144194938,0.8131727815000328,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,5,0.12750633135207193,-81.50743006882762,0.01883028230124161,-0.12610822734191418,0.8131727815000328,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,6,0.12449927308731558,-79.55416370678374,0.022572457600242415,-0.12243591449062338,0.8131727815000328,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,7,0.11567000324509286,-73.793474473409,0.0322835527246618,-0.11107349762294233,0.8202438425590286,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,8,0.12134631059877049,-78.67269514348105,0.02383404670261938,-0.11898262610024472,0.8131727815000328,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,9,0.12208433163320916,-78.46683307078774,0.024408949410560956,-0.11961934299685846,0.8131727815000328,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,10,0.1260442936217995,-81.29998798904965,0.019065589359435885,-0.12459400971553877,0.8131727815000328,1000,1.9999999999998318e-06,0.0019999999999998318
