Frequency [Hz],repeat,Vrms [V],Irms [A],XL [Ohm]
200,1,0.7099351718952944,0.00123286271,575.8428461959844
200,2,0.715592121887045,0.00122843497,582.5234052780547
200,3,0.7127636468911697,0.00125121523,569.6571059890069
200,4,0.715592121887045,0.00124846492,573.1775962812355
200,5,0.39880823201383403,0.00367167243,108.61759582780483
200,6,0.2291025977761928,0.00522732921,43.82784947577327
200,7,0.08485281710114291,0.0062785605,13.514692914266401
200,8,0.09333809462164952,0.00598883582,15.585348710001792
200,9,0.09899496032627175,0.00600804389,16.477070097813776
200,10,0.09899496032627175,0.0060179024,16.450077410074275
500,1,0.11030867066373415,0.00600883737,18.357739421350683
500,2,0.11030867066373415,0.00600096816,18.381812354714135
500,3,0.11030867066373415,0.00602684449,18.302889820164275
500,4,0.10465180495911192,0.00608633645,17.19454811919113
500,5,0.10465180495911192,0.00608498417,17.198369303089233
500,6,0.10182338264269182,0.00609162217,16.71531487033967
500,7,0.09899496032627175,0.00610923162,16.204158965292553
500,8,0.09899496032627175,0.0061736661,16.035036350001462
500,9,0.07071067917931492,0.006724237,10.51579222732853
500,10,0.06505382927852925,0.00674929889,9.638605481662
1000,1,0.12162238103655189,0.0066883848,18.184118389323515
1000,2,0.12162238103655189,0.00669961423,18.153639427766258
1000,3,0.12162238103655189,0.00669200113,18.17429176622866
1000,4,0.12162238103655189,0.00669506285,18.165980478667485
1000,5,0.12162238103655189,0.00669143349,18.175833506872664
1000,6,0.12162238103655189,0.00670508994,18.138814262728875
1000,7,0.12162238103655189,0.00669456646,18.167327453277966
1000,8,0.12162238103655189,0.00669409987,18.1685937465035
1000,9,0.12162238103655189,0.00669735949,18.159751050865555
1000,10,0.12162238103655189,0.00669733714,18.15981165262824
2000,1,0.23193103062850393,0.00643289462,36.053914190887824
2000,2,0.23193103062850393,0.00643290952,36.053830682279504
2000,3,0.23193103062850393,0.00643064454,36.06652944130915
2000,4,0.23193103062850393,0.00643964531,36.016118817653314
2000,5,0.23193103062850393,0.00644245697,36.000400423086404
2000,6,0.23193103062850393,0.00643592048,36.036963375983774
2000,7,0.23193103062850393,0.00644077593,36.0097965135241
2000,8,0.23193103062850393,0.00644304277,35.997127274774236
2000,9,0.23193103062850393,0.00643580873,36.03758911407299
2000,10,0.23193103062850393,0.00643699244,36.03096209765067
5000,1,0.4553768048436387,0.00523230108,87.03184275543232
5000,2,0.4553768048436387,0.00523302797,87.01975365968447
5000,3,0.4553768048436387,0.00524351327,86.84574280549856
5000,4,0.4553768048436387,0.0052361642,86.96763268876073
5000,5,0.4553768048436387,0.00523608597,86.96893203295488
5000,6,0.4553768048436387,0.0052504167,86.73155501041255
5000,7,0.4553768048436387,0.00523716118,86.95107696563937
5000,8,0.4553768048436387,0.00523330923,87.01507685293778
5000,9,0.4553768048436387,0.00522857206,87.09391390574785
5000,10,0.4553768048436387,0.005233048,87.0194205831169
