Frequency [Hz],repeat,Vrms [V],Irms [A],XL [Ohm]
200,1,0.04338807318962207,0.00655662036,6.617444782119742
200,2,0.04302037617848082,0.00656462461,6.553364241566407
200,3,0.042652681818990006,0.00657305773,6.489016766781083
200,4,0.04302037617848082,0.00656505348,6.55293613517994
200,5,0.041917290448357944,0.00657425402,6.375976699537075
200,6,0.04228498480784876,0.00657075131,6.435334836595536
200,7,0.04228498480784876,0.00656595686,6.4400339066267875
200,8,0.041917290448357944,0.00657465868,6.375584268103473
200,9,0.041917290448357944,0.00656522065,6.3847496806307555
200,10,0.042652681818990006,0.00656600203,6.495989739891994
500,1,0.06863122213814127,0.00654612388,10.484253490500896
500,2,0.06863122213814127,0.00654928898,10.479186725112452
500,3,0.06924400045045347,0.00654077996,10.586505107022965
500,4,0.06985677876276565,0.00653490145,10.689798353847502
500,5,0.06985677876276565,0.00654552178,10.672453795236727
500,6,0.06863122213814127,0.00653762557,10.497882052633562
500,7,0.06863122213814127,0.00654026726,10.49364183599758
500,8,0.06863122213814127,0.006540603,10.49310317995776
500,9,0.06924400045045347,0.00653720135,10.592300396323798
500,10,0.06924400045045347,0.00653930334,10.588895613221922
1000,1,0.12256989486024301,0.0064780768,18.920722715149502
1000,2,0.12256989486024301,0.00647434918,18.931616360587306
1000,3,0.12134419076849941,0.00647382811,18.743807945883106
1000,4,0.12256989486024301,0.00645912485,18.97623868661449
1000,5,0.12379559898734195,0.00646149553,19.158969995811784
1000,6,0.12256989486024301,0.00646894518,18.947431374003855
1000,7,0.12256989486024301,0.00645988435,18.974007616752925
1000,8,0.12256989486024301,0.00645468058,18.989304480848997
1000,9,0.12379559898734195,0.00645187311,19.187543970055223
1000,10,0.12379559898734195,0.00646233605,19.156478095462393
2000,1,0.2291916962004708,0.00621102005,36.9008140942116
2000,2,0.2250245740933182,0.00619664649,36.313927937709124
2000,3,0.22710812461100346,0.00620618556,36.59383407334077
2000,4,0.22710812461100346,0.00619818643,36.64106060310991
2000,5,0.22710812461100346,0.00620372873,36.608326136627106
2000,6,0.22710812461100346,0.00620278297,36.6139079360701
2000,7,0.22710812461100346,0.00619858457,36.638707118745245
2000,8,0.22710812461100346,0.00620805332,36.58282442248796
2000,9,0.22710812461100346,0.00620142883,36.62190292539461
2000,10,0.22710812461100346,0.00620175293,36.619989086054005
5000,1,0.44895623825342484,0.00516979909,86.8421055514219
5000,2,0.45300090268897275,0.00523056462,86.60650151550422
5000,3,0.45300090268897275,0.00521812541,86.81295812109904
5000,4,0.45300090268897275,0.00522086676,86.76737475081106
5000,5,0.45300090268897275,0.00522171007,86.75336175625178
5000,6,0.45704552501631185,0.00523410505,87.3206633512852
5000,7,0.45300090268897275,0.00522270147,86.7368937878375
5000,8,0.45300090268897275,0.00523711881,86.4981145403827
5000,9,0.45704552501631185,0.00522712991,87.43718501082974
5000,10,0.45300090268897275,0.00522931386,86.62721626905231
