Frequency [Hz],Vrms_mean [V],Vrms_std [V],Irms_mean [A],Irms_std [A],XL_mean [Ohm],XL_std [Ohm]
200,0.09609637508492999,0.0004044647000060973,0.006026051286000001,6.27963964613378e-06,15.946828599076516,0.0664551371056554
500,0.10608731187547424,0.0007734072735380557,0.006036077207999999,1.0465830660917235e-05,17.575762028649113,0.15549768312041062
1000,0.1544321199823016,0.029555748582880844,0.0058256960940000005,0.000434406591351699,27.071256876050303,8.39569840426153
2000,0.22710812461100346,0.0,0.005948989513999999,1.9754888088467333e-05,38.17629618391293,0.1271740280382485
5000,0.4431903807712514,0.0,0.004981672066,1.223832662659144e-05,88.96466489594457,0.21836770849186482
