Frequency [Hz],repeat,VL_rms_fft [V],VL_phase [deg],VL_real [V],VL_imag [V],VL_rms_scope [V],M,dt [s],Mdt [s]
500.0,1,0.15582898118949343,-164.06929005114912,-0.1498442650862809,-0.042771107061986106,1.4283556845264418,1500,3.9999999999996635e-06,0.005999999999999495
500.0,2,0.1566858313420459,-164.287650530773,-0.15083101442232064,-0.04243176677539783,1.4283556845264418,1500,3.9999999999996635e-06,0.005999999999999495
500.0,3,0.15728430542333743,-164.4659561058662,-0.1515389450339525,-0.04212245090801842,1.4283556845264418,1500,3.9999999999996635e-06,0.005999999999999495
500.0,4,0.1565377872973701,-164.51612535567492,-0.15085634641888934,-0.041790448634834464,1.4283556845264418,1500,3.9999999999996635e-06,0.005999999999999495
500.0,5,0.15743323021070976,-164.4504366160151,-0.15167100390621815,-0.0422034186844892,1.4283556845264418,1500,3.9999999999996635e-06,0.005999999999999495
500.0,6,0.15906075290337396,-164.85881233501385,-0.15353897716948825,-0.04154642708989015,1.4283556845264418,1500,3.9999999999996635e-06,0.005999999999999495
500.0,7,0.1589586378298208,-164.73540950040166,-0.1533506265320364,-0.041850135996720855,1.4283556845264418,1500,3.9999999999996635e-06,0.005999999999999495
500.0,8,0.15814481928251098,-164.72868435251607,-0.1525606311474743,-0.0416537836190465,1.4283556845264418,1500,3.9999999999996635e-06,0.005999999999999495
500.0,9,0.15884909650947643,-164.6191170519867,-0.15315975009325095,-0.04213224908843427,1.4283556845264418,1500,3.9999999999996635e-06,0.005999999999999495
500.0,10,0.1572546360729291,-164.32696538193193,-0.15140775046853738,-0.04248192161951354,1.4283556845264418,1500,3.9999999999996635e-06,0.005999999999999495
