Frequency [Hz],repeat,Vrms [V],Irms [A],Z [Ohm]
700.0000000000001,1,0.2163746710125749,0.0062296032,34.733299066716626
700.0000000000001,2,0.2163746710125749,0.00622974662,34.73249944354477
700.0000000000001,3,0.2163746710125749,0.00623834319,34.68463731835422
700.0000000000001,4,0.21213204277053493,0.00624123635,33.98878537431689
700.0000000000001,5,0.2163746710125749,0.00623674877,34.693504419062066
755.722616845494,1,0.19091881744998362,0.00628352351,30.384038055422767
755.722616845494,2,0.1951614667284503,0.00628504436,31.051724625926155
755.722616845494,3,0.19091881744998362,0.00629684608,30.319752940504404
755.722616845494,4,0.19091881744998362,0.00629403908,30.33327486901839
755.722616845494,5,0.19091881744998362,0.00629762374,30.316008915766634
815.880962302574,1,0.16546298495917447,0.00634355657,26.083630394609138
815.880962302574,2,0.16546298495917447,0.0063343416,26.121575912352828
815.880962302574,3,0.16546298495917447,0.00634159008,26.09171877586488
815.880962302574,4,0.16546298495917447,0.00633734325,26.10920356241939
815.880962302574,5,0.16546298495917447,0.00633705594,26.110387303788652
880.8281369510298,1,0.14849242995351658,0.00627030572,23.681848475087843
880.8281369510298,2,0.14424978067504993,0.00637004431,22.64501998025347
880.8281369510298,3,0.14424978067504993,0.00638662884,22.586216341804814
880.8281369510298,4,0.14424978067504993,0.00639460469,22.558045050170243
880.8281369510298,5,0.14849242995351658,0.00619394705,23.973797120773995
950.945349496819,1,0.12727922566939204,0.00622357894,20.451130594865088
950.945349496819,2,0.12727922566939204,0.00622645859,20.441672233042514
950.945349496819,3,0.12727922566939204,0.00622460432,20.447761677065447
950.945349496819,4,0.12727922566939204,0.00622620899,20.44249171105836
950.945349496819,5,0.12727922566939204,0.00622803671,20.436492525008262
1026.644154283985,1,0.11030864959195207,0.00624878705,17.6528098508257
1026.644154283985,2,0.11030864959195207,0.00625171745,17.644535357552357
1026.644154283985,3,0.11030864959195207,0.00626230333,17.614708802671824
1026.644154283985,4,0.11030864959195207,0.00626378227,17.61054979836521
1026.644154283985,5,0.11030864959195207,0.00625065714,17.647528431219005
1108.3688669208886,1,0.09333809462164952,0.00626576506,14.896520014373076
1108.3688669208886,2,0.09333809462164952,0.00627258234,14.880329912361026
1108.3688669208886,3,0.09333809462164952,0.00625575474,14.92035709533739
1108.3688669208886,4,0.09333809462164952,0.00627890136,14.865354505529215
1108.3688669208886,5,0.09333809462164952,0.00627110759,14.883829256970142
1196.5991721993269,1,0.08061017309062175,0.00628903368,12.817576943016427
1196.5991721993269,2,0.0763675343480461,0.00628952077,12.142027531303645
1196.5991721993269,3,0.08061017309062175,0.00628752727,12.820647868239266
1196.5991721993269,4,0.0763675343480461,0.00629317341,12.134980140019072
1196.5991721993269,5,0.0763675343480461,0.00629421277,12.132976297216294
1291.8529396137528,1,0.07212489033752496,0.0062991837,11.449878868832634
1291.8529396137528,2,0.06788225159494933,0.00628762646,10.796164820985458
1291.8529396137528,3,0.07212489033752496,0.00628487812,11.475940974576124
1291.8529396137528,4,0.07212489033752496,0.00627529202,11.49347155600975
1291.8529396137528,5,0.07212489033752496,0.00629540859,11.456744912807155
1394.6892630063571,1,0.07212489033752496,0.00628226018,11.480723222374557
1394.6892630063571,2,0.07212489033752496,0.0062866006,11.472796655401485
1394.6892630063571,3,0.0763675343480461,0.0062836865,12.153301147033053
1394.6892630063571,4,0.07212489033752496,0.00628522644,11.475304991163528
1394.6892630063571,5,0.07212489033752496,0.00629727868,11.453342626647892
1505.7117421792536,1,0.0763675343480461,0.00627712719,12.16600078929516
