Frequency [Hz],repeat,VL_rms_fft [V],VL_phase [deg],VL_real [V],VL_imag [V],VL_rms_scope [V],M,dt [s],Mdt [s]
500,1,0.15524132522629533,-72.01853721055,0.047924437394768774,-0.14765878693261464,0.15556349101251232,1000,1.9999999999998318e-06,0.0019999999999998318
500,2,0.15506727552511013,-72.00710910450336,0.04790012440261186,-0.14748368730471423,0.15556349101251232,1000,1.9999999999998318e-06,0.0019999999999998318
500,3,0.15488268866042415,-71.83984703356646,0.04827293399833478,-0.1471678330678083,0.1697056237017501,1000,1.9999999999998318e-06,0.0019999999999998318
500,4,0.15518719619027752,-71.90451212194814,0.048201387438253876,-0.147511667709463,0.1697056237017501,1000,1.9999999999998318e-06,0.0019999999999998318
500,5,0.1552461540096792,-71.7249895127938,0.04868183047093596,-0.14741590048836686,0.1697056237017501,1000,1.9999999999998318e-06,0.0019999999999998318
500,6,0.15539593912794786,-71.81557980132368,0.04849543504391993,-0.14763499137182154,0.1697056237017501,1000,1.9999999999998318e-06,0.0019999999999998318
500,7,0.15476681943034598,-71.5729063481327,0.048921435642000695,-0.14683140512612042,0.1697056237017501,1000,1.9999999999998318e-06,0.0019999999999998318
500,8,0.15489230817327226,-71.75499553462339,0.0484938391108977,-0.14710531839308297,0.1697056237017501,1000,1.9999999999998318e-06,0.0019999999999998318
500,9,0.15584426094411835,-72.2620361584956,0.04748017050596859,-0.14843539698448818,0.1697056237017501,1000,1.9999999999998318e-06,0.0019999999999998318
500,10,0.15544386720154912,-71.6267148837104,0.04899692932418143,-0.14751981821902443,0.1697056237017501,1000,1.9999999999998318e-06,0.0019999999999998318
