Frequency [Hz],VL_rms_mean [V],VL_rms_std [V],VR_rms_mean [V],VR_rms_std [V],Irms_mean [A],Irms_std [A],XL_mean [Ohm],XL_std [Ohm],L_mean [H],L_std [H]
5000.0,0.0,0.0,0.0282842706110658,0.0,0.0005050762609118892,0.0,0.0,0.0,0.0,0.0
