Frequency [Hz],repeat,VL_rms_fft [V],VL_phase [deg],VL_real [V],VL_imag [V],VL_rms_scope [V],M,dt [s],Mdt [s]
500.0,1,0.15172481787972464,-164.03164276054935,-0.1458703300217389,-0.041740474122661624,0.18384775635563258,2000,4e-06,0.008
500.0,2,0.1543699018528796,-164.16362759983068,-0.14851078469741053,-0.0421261608341783,0.1697056237017501,2000,4e-06,0.008
500.0,3,0.15372984882364837,-164.1971822599044,-0.1479195679934113,-0.04186487577891938,0.1697056237017501,2000,4e-06,0.008
500.0,4,0.1534249073364471,-164.09055821475167,-0.14754814280475909,-0.042056482806623226,0.18384775635563258,2000,4e-06,0.008
500.0,5,0.1539080591887316,-163.93940038624658,-0.1479009702249221,-0.04257926361233618,0.18384775635563258,2000,4e-06,0.008
500.0,6,0.15465117690923175,-164.19144056592012,-0.1488018528862007,-0.04213069067845889,0.18384775635563258,2000,4e-06,0.008
500.0,7,0.15381342347232954,-163.80956541391697,-0.14771322144191376,-0.04288791731397464,0.1697056237017501,2000,4e-06,0.008
500.0,8,0.1518956722210346,-163.5734142205324,-0.14569572563469055,-0.042954054188876704,0.1697056237017501,2000,4e-06,0.008
500.0,9,0.15319486677696764,-163.76304154108544,-0.14708446333693645,-0.04283489058814393,0.1697056237017501,2000,4e-06,0.008
500.0,10,0.15084268256711178,-163.2849647630893,-0.1444691348963087,-0.043384143950925304,0.18384775635563258,2000,4e-06,0.008
