stage,Frequency [Hz],repeat,Vrms [V],Irms [A],Z [Ohm]
coarse,100.0,1,0.6906601958059273,0.00239231833,288.69911965517036
coarse,100.0,2,0.6906601958059273,0.00240136078,287.6120079740485
coarse,100.0,3,0.6906601958059273,0.0023926564,288.6583279596382
coarse,100.0,4,0.6906601958059273,0.00238950527,289.03899249652096
coarse,100.0,5,0.6906601958059273,0.00240057032,287.70671288059884
coarse,166.81005372000593,1,0.6113606053241232,0.00327396113,186.73422837006106
coarse,166.81005372000593,2,0.6113606053241232,0.00326327467,187.34573921848974
coarse,166.81005372000593,3,0.6113606053241232,0.00327129103,186.88664497212991
coarse,166.81005372000593,4,0.6113606053241232,0.00326773198,187.09019254514357
coarse,166.81005372000593,5,0.6113606053241232,0.00328064989,186.3535048917162
coarse,278.2559402207126,1,0.4691794762501022,0.00414706673,113.1352608473947
coarse,278.2559402207126,2,0.4691794762501022,0.0041576717,112.84668682476835
coarse,278.2559402207126,3,0.4691794762501022,0.00416158885,112.74046840309614
coarse,278.2559402207126,4,0.4691794762501022,0.00416937424,112.52995035775494
coarse,278.2559402207126,5,0.4691794762501022,0.0041595092,112.79683580219086
coarse,464.15888336127773,1,0.31290364028007894,0.00476623746,65.650031687695
coarse,464.15888336127773,2,0.31290364028007894,0.00478123501,65.444103798629
coarse,464.15888336127773,3,0.31290364028007894,0.00477059232,65.59010271497668
coarse,464.15888336127773,4,0.3100846904721657,0.00476891221,65.02210080989637
coarse,464.15888336127773,5,0.31290364028007894,0.0047730119,65.55685316436755
coarse,774.263682681127,1,0.18005357063802707,0.00506807538,35.52701117046666
coarse,774.263682681127,2,0.18005357063802707,0.00506623741,35.539899942830964
coarse,774.263682681127,3,0.18005357063802707,0.00506298477,35.5627320281327
coarse,774.263682681127,4,0.18005357063802707,0.00506094424,35.57707062151451
coarse,774.263682681127,5,0.18005357063802707,0.00506989891,35.51423289385213
coarse,1291.549665014884,1,0.10810249390018754,0.00514409831,21.014857684589536
coarse,1291.549665014884,2,0.10810249390018754,0.00515292631,20.978855003301522
coarse,1291.549665014884,3,0.10920557174606979,0.00515593775,21.18054504169873
coarse,1291.549665014884,4,0.10810249390018754,0.0051434366,21.017561274146463
coarse,1291.549665014884,5,0.10920557174606979,0.00514294626,21.234048777727224
coarse,2154.4346900318824,1,0.16093283094251412,0.00507695926,31.698665027797393
coarse,2154.4346900318824,2,0.16093283094251412,0.00507719442,31.697196843313737
coarse,2154.4346900318824,3,0.16093283094251412,0.00506697549,31.76112283553085
coarse,2154.4346900318824,4,0.16093283094251412,0.00506578432,31.768591155202227
coarse,2154.4346900318824,5,0.16093283094251412,0.00506608374,31.76671354084528
coarse,3593.813663804626,1,0.283125543130923,0.00477887457,59.245234203944165
coarse,3593.813663804626,2,0.283125543130923,0.00478985859,59.10937406837369
coarse,3593.813663804626,3,0.283125543130923,0.00478141662,59.213736353081686
coarse,3593.813663804626,4,0.283125543130923,0.00479134778,59.09100239242558
coarse,3593.813663804626,5,0.283125543130923,0.00478069438,59.22268202614596
coarse,5994.8425031894085,1,0.425551587512798,0.0041999137,101.32388851532782
coarse,5994.8425031894085,2,0.425551587512798,0.0041885227,101.59944639020291
coarse,5994.8425031894085,3,0.425551587512798,0.00417923881,101.82514253422094
coarse,5994.8425031894085,4,0.4293511258873157,0.00418812828,102.51623092292573
coarse,5994.8425031894085,5,0.425551587512798,0.00420412142,101.22247789712934
coarse,10000.0,1,0.5497047814302518,0.0033625802,163.47707674905473
coarse,10000.0,2,0.5497047814302518,0.00335820741,163.6899435673188
coarse,10000.0,3,0.5497047814302518,0.00335415057,163.88792630446872
coarse,10000.0,4,0.5497047814302518,0.00335209304,163.98852146128135
coarse,10000.0,5,0.5544848240842456,0.00335266604,165.38623813669363
fine,904.0847655104188,1,0.14560233625851515,0.00511844642,28.446587950903112
fine,904.0847655104188,2,0.14560233625851515,0.00511860289,28.445718370333502
fine,904.0847655104188,3,0.14695050855775452,0.00511743734,28.715643943332488
fine,904.0847655104188,4,0.14560233625851515,0.00510804402,28.5045186941273
fine,904.0847655104188,5,0.14560233625851515,0.00511460472,28.4679548527291
fine,990.1880765114112,1,0.13237548562740437,0.00513482373,25.779947392157972
fine,990.1880765114112,2,0.13237548562740437,0.00513293035,25.789456821171235
fine,990.1880765114112,3,0.13237548562740437,0.00513451174,25.781513867451856
fine,990.1880765114112,4,0.13237548562740437,0.00513377506,25.785213430719416
fine,990.1880765114112,5,0.13237548562740437,0.00512594543,25.82459907838004
fine,1076.2913875124034,1,0.12023644513397784,0.00513280602,23.42509042139446
fine,1076.2913875124034,2,0.12133952297986011,0.00513279159,23.640064252026278
fine,1076.2913875124034,3,0.12023644513397784,0.00513586169,23.411153257512634
fine,1076.2913875124034,4,0.12133952297986011,0.00513398368,23.63457512585239
fine,1076.2913875124034,5,0.12023644513397784,0.00513358973,23.421514273205826
fine,1162.3946985133957,1,0.11361791477262732,0.00514176814,22.09705137980557
fine,1162.3946985133957,2,0.11361791477262732,0.00514534069,22.081708795968442
fine,1162.3946985133957,3,0.11361791477262732,0.00514524523,22.08211847905009
fine,1162.3946985133957,4,0.11361791477262732,0.00515585206,22.036690240609296
fine,1162.3946985133957,5,0.11361791477262732,0.00514555164,22.08080352151073
fine,1248.498009514388,1,0.11030864959195207,0.00515824137,21.384933677881005
fine,1248.498009514388,2,0.10920557174606979,0.00515754055,21.173962800170283
fine,1248.498009514388,3,0.11030864959195207,0.00514724618,21.430614688795025
fine,1248.498009514388,4,0.11030864959195207,0.00514668599,21.432947299734536
fine,1248.498009514388,5,0.10920557174606979,0.00514674978,21.218356518989307
fine,1334.6013205153804,1,0.1068717005488077,0.00515846116,20.71774842030752
fine,1334.6013205153804,2,0.1068717005488077,0.0051497221,20.752906365337207
fine,1334.6013205153804,3,0.1068717005488077,0.00515318615,20.73895594646968
fine,1334.6013205153804,4,0.1068717005488077,0.00514740497,20.76224838956234
fine,1334.6013205153804,5,0.1068717005488077,0.00514399027,20.776030851397334
fine,1420.7046315163725,1,0.10785216268471966,0.00514784921,20.950917224850034
fine,1420.7046315163725,2,0.10883264589241372,0.00514191296,21.165789218729543
fine,1420.7046315163725,3,0.10785216268471966,0.00514497934,20.962603648612443
fine,1420.7046315163725,4,0.10785216268471966,0.0051430515,20.970461346677098
fine,1420.7046315163725,5,0.10785216268471966,0.00514437072,20.96508369146453
fine,1506.8079425173648,1,0.11141174854497177,0.00515250582,21.622828277556756
fine,1506.8079425173648,2,0.11141174854497177,0.00514031155,21.674123729907336
fine,1506.8079425173648,3,0.1103086601278431,0.00513820816,21.468312822858287
fine,1506.8079425173648,4,0.11141174854497177,0.00513167912,21.71058360035804
fine,1506.8079425173648,5,0.1103086601278431,0.00514043728,21.459003216909807
fine,1592.9112535183572,1,0.11472100318975596,0.00513256667,22.351585583934746
fine,1592.9112535183572,2,0.11472100318975596,0.00513345096,22.34773529223623
fine,1592.9112535183572,3,0.11472100318975596,0.00514891278,22.280626627696726
fine,1592.9112535183572,4,0.11472100318975596,0.00514666596,22.290353421296444
fine,1592.9112535183572,5,0.11472100318975596,0.00513679301,22.333195627393202
fine,1679.0145645193495,1,0.11913334621631348,0.00512401527,23.24999828041369
fine,1679.0145645193495,2,0.11913334621631348,0.00511843059,23.275366173582025
fine,1679.0145645193495,3,0.11913334621631348,0.00512786163,23.23255867891144
fine,1679.0145645193495,4,0.11913334621631348,0.00512513053,23.24493893745053
fine,1679.0145645193495,5,0.11913334621631348,0.00513184117,23.214542747883502
