stage,Frequency [Hz],repeat,Vrms [V],Irms [A],Z [Ohm]
coarse,100.0,1,0.7125939636789699,0.00247115665,288.3645452743637
coarse,100.0,2,0.7125939636789699,0.00245253067,290.55455754156577
coarse,100.0,3,0.7125939636789699,0.00245276024,290.52736262512553
coarse,100.0,4,0.7125939636789699,0.00245668646,290.0630484522514
coarse,100.0,5,0.7125939636789699,0.00247263093,288.1926109688233
coarse,117.21022975334806,1,0.7000922811747148,0.00275025587,254.5553265830189
coarse,117.21022975334806,2,0.7000922811747148,0.002757048,253.92821640200492
coarse,117.21022975334806,3,0.7000922811747148,0.00274231494,255.2924432431217
coarse,117.21022975334806,4,0.7000922811747148,0.0027488959,254.68126354829033
coarse,117.21022975334806,5,0.7000922811747148,0.00275288685,254.31204380038895
coarse,137.38237958832624,1,0.6875906408493792,0.00307732681,223.4376402970925
coarse,137.38237958832624,2,0.6813397995795739,0.0030775757,221.38847781374602
coarse,137.38237958832624,3,0.6813397995795739,0.00307732518,221.406500686929
coarse,137.38237958832624,4,0.6813397995795739,0.00306596351,222.22697607368914
coarse,137.38237958832624,5,0.6813397995795739,0.0030630182,222.44066312749104
coarse,161.02620275609394,1,0.6566988131846163,0.00343130971,191.38430182235467
coarse,161.02620275609394,2,0.6566988131846163,0.00342057389,191.9849809718966
coarse,161.02620275609394,3,0.6566988131846163,0.00342622283,191.6684482499395
coarse,161.02620275609394,4,0.6566988131846163,0.00341858878,192.0964630278276
coarse,161.02620275609394,5,0.6566988131846163,0.00342854601,191.53857386461507
coarse,188.73918221350976,1,0.6336567939542823,0.00380645273,166.46910887930096
coarse,188.73918221350976,2,0.6336567939542823,0.00381721836,165.99961914525693
coarse,188.73918221350976,3,0.6336567939542823,0.00382270291,165.76145436169463
coarse,188.73918221350976,4,0.6336567939542823,0.00380418566,166.56831463748338
coarse,188.73918221350976,5,0.6336567939542823,0.00381428865,166.12712148942433
coarse,221.22162910704503,1,0.5990936807509424,0.0042053014,142.4615321867161
coarse,221.22162910704503,2,0.5990936807509424,0.00420557195,142.45236744812854
coarse,221.22162910704503,3,0.5990936807509424,0.00420477195,142.4794704385674
coarse,221.22162910704503,4,0.5990936807509424,0.00419684779,142.74848903942316
coarse,221.22162910704503,5,0.5990936807509424,0.00420599524,142.43803108796254
coarse,259.2943797404667,1,0.564044909462944,0.00460009603,122.61589883873448
coarse,259.2943797404667,2,0.5592648667735949,0.00459716283,121.65435235923432
coarse,259.2943797404667,3,0.5592648667735949,0.00460018544,121.5744178290332
coarse,259.2943797404667,4,0.5592648667735949,0.0046017305,121.5335984524941
coarse,259.2943797404667,5,0.564044909462944,0.0045860596,122.99118604192236
coarse,303.9195382313198,1,0.5162445248190822,0.00496990327,103.87415947012632
coarse,303.9195382313198,2,0.5162445248190822,0.00496101379,104.0602882136077
coarse,303.9195382313198,3,0.5162445248190822,0.0049885218,103.48647264989043
coarse,303.9195382313198,4,0.5162445248190822,0.00497615337,103.74369245357127
coarse,303.9195382313198,5,0.5162445248190822,0.00497408165,103.78690201418028
coarse,356.2247890262444,1,0.4588840126883132,0.0053343894,86.02371860747796
coarse,356.2247890262444,2,0.4588840126883132,0.00533465901,86.01937102786128
coarse,356.2247890262444,3,0.4588840126883132,0.00533142313,86.07158004514137
coarse,356.2247890262444,4,0.4588840126883132,0.00532988971,86.09634301200451
coarse,356.2247890262444,5,0.4588840126883132,0.00532282935,86.21054377561686
coarse,417.53189365604004,1,0.40519508113642577,0.00565191219,71.69168018097353
coarse,417.53189365604004,2,0.40874940916278496,0.00564739341,72.37841947384094
coarse,417.53189365604004,3,0.40874940916278496,0.00564070372,72.4642579104979
coarse,417.53189365604004,4,0.40519508113642577,0.00564178685,71.82034555885885
coarse,417.53189365604004,5,0.40874940916278496,0.00564965606,72.34943239408187
coarse,489.3900918477494,1,0.3518799499878614,0.00591331581,59.506368557687665
coarse,489.3900918477494,2,0.3518799499878614,0.00590413017,59.598948508254416
coarse,489.3900918477494,3,0.3518799499878614,0.00592388492,59.400200162541545
coarse,489.3900918477494,4,0.3518799499878614,0.00591343781,59.505140883161054
coarse,489.3900918477494,5,0.3518799499878614,0.00590979354,59.54183468613379
coarse,573.6152510448682,1,0.29501044863401826,0.00613209931,48.10920921533775
coarse,573.6152510448682,2,0.29501044863401826,0.00612901803,48.133395462375276
coarse,573.6152510448682,3,0.29501044863401826,0.00612618122,48.155684273737215
coarse,573.6152510448682,4,0.29856479773215955,0.00613050768,48.70148009212828
coarse,573.6152510448682,5,0.29501044863401826,0.0061289873,48.133636797390366
coarse,672.3357536499335,1,0.23752594048548673,0.00630233809,37.688543060292524
coarse,672.3357536499335,2,0.2396095120749541,0.00630434556,38.007039714833475
coarse,672.3357536499335,3,0.23752594048548673,0.00630233996,37.6885318775293
coarse,672.3357536499335,4,0.23752594048548673,0.00629166421,37.752482102900835
coarse,672.3357536499335,5,0.23752594048548673,0.00630015275,37.70161612121019
coarse,788.0462815669912,1,0.1833533527743045,0.00643203547,28.506272023761788
coarse,788.0462815669912,2,0.18543690329198978,0.00642361026,28.868019040119936
coarse,788.0462815669912,3,0.1833533527743045,0.00643558381,28.4905547324858
coarse,788.0462815669912,4,0.1833533527743045,0.00643228134,28.505182389037806
coarse,788.0462815669912,5,0.18543690329198978,0.00644343579,28.779196275965337
coarse,923.6708571873866,1,0.13334789770616592,0.00652140146,20.44773635300255
coarse,923.6708571873866,2,0.13334789770616592,0.00652164593,20.44696985047238
coarse,923.6708571873866,3,0.13334789770616592,0.00651328359,20.473221511634797
coarse,923.6708571873866,4,0.1312643366525896,0.00651858514,20.1369367483002
coarse,923.6708571873866,5,0.1312643366525896,0.00652103685,20.129365877236165
coarse,1082.636733874054,1,0.080652319942827,0.00657924823,12.258592034127734
coarse,1082.636733874054,2,0.080652319942827,0.00658006594,12.25706864919761
coarse,1082.636733874054,3,0.08151032440713427,0.00658128085,12.385176421567584
coarse,1082.636733874054,4,0.08151032440713427,0.00658060145,12.386455102387984
coarse,1082.636733874054,5,0.080652319942827,0.00656683091,12.281771991419678
coarse,1268.9610031679222,1,0.03689414473047952,0.00661130808,5.580460671934006
coarse,1268.9610031679222,2,0.03689414473047952,0.00659162086,5.597127855815348
coarse,1268.9610031679222,3,0.03689414473047952,0.00659989379,5.590111887312586
coarse,1268.9610031679222,4,0.03603614288246734,0.00660039717,5.459693099418037
coarse,1268.9610031679222,5,0.03689414473047952,0.0066028377,5.587619506455463
coarse,1487.3521072935118,1,0.03946815812340133,0.00658352533,5.994988421104978
coarse,1487.3521072935118,2,0.03861015365909406,0.00658839522,5.860327495516284
