stage,Frequency [Hz],Vrms_mean [V],Vrms_std [V],Irms_mean [A],Irms_std [A],Z_mean [Ohm],Z_std [Ohm]
coarse,700.0000000000001,0.011172286594739695,0.0010000001750000008,0.011848347700000001,4.45505556418835e-06,0.9429246730516876,0.08404542290641182
coarse,822.8541080088764,0.02868025079743899,0.0020800009499999986,0.011881688599999999,6.098088880959258e-07,2.4138149403134097,0.17493548721645316
coarse,967.2698329529765,0.004666904561376849,0.0001999998750000006,0.01187598515,6.23378267226279e-06,0.3929655228369883,0.01663442744646264
coarse,1137.0313651405945,0.01004091569180821,0.0021999990499999996,0.0118464376,2.803395544691999e-06,0.8476114610114884,0.1859103398470971
coarse,1336.5870424869697,0.022309006531558505,0.0072806999000000015,0.011794106549999999,3.102077449059105e-07,1.8915303754867017,0.6172670309331573
coarse,1571.1659123169106,0.1434012592374628,0.049919992674999976,0.011718513449999999,4.777142703018566e-06,12.236287190205958,4.254937146907251
coarse,1846.914750447834,0.02279712301436302,0.002079999999999998,0.011603276749999999,7.674017764182798e-06,1.9646553874462003,0.17796035069630117
coarse,2171.059127925984,0.05110967878055976,0.013000000250000001,0.01143805915,1.400707822852614e-06,4.468317789037732,1.1360092889813307
coarse,2552.0927459200916,0.08726850062369897,0.05408129839999999,0.01122913325,7.776123983386608e-06,7.7732844679047,4.82154260871208
coarse,3000.0000000000014,0.03198951201831628,0.0202800017,0.01095068225,6.172547225011392e-06,2.9217570159436086,1.8535864633603922
fine,677.0888830670834,0.009758073138432619,0.00020000012500000057,0.01185441945,2.5420488783646476e-07,0.8231592720524763,0.01688900725631273
fine,741.5735385972819,0.008202438555697933,0.0,0.0118716485,5.709180151302832e-07,0.6909266699719889,3.322727109224025e-05
fine,806.0581941274803,0.09051935551387935,0.0006067007750000009,0.01189689575,7.808368052608671e-06,7.608671708394862,0.055990411119692635
fine,870.5428496576787,0.008909545124752446,0.0009999997000000004,0.0118991118,1.5054303371461738e-06,0.748751847005803,0.08394513162356566
fine,935.0275051878772,0.005939696590735939,0.001999999625,0.01190610415,6.846278566126301e-06,0.49883005182391693,0.16769419033748825
fine,999.5121607180756,0.008909545460628167,0.0017999997250000004,0.01189587265,5.982194079516074e-06,0.7489992067960587,0.15168961846783535
fine,1063.9968162482742,0.07207228578261235,0.004853598775000003,0.0118879834,1.392151830800099e-06,6.062592759383653,0.4075677566466514
fine,1128.4814717784725,0.006929646208140792,0.0018000001999999996,0.011885946599999999,5.887371060149009e-07,0.583007973269446,0.151410486866316
fine,1192.9661273086708,0.0059396967498349645,0.0004000002499999999,0.0118570272,5.693765223470776e-06,0.5009351242984521,0.03349473998086585
fine,1257.4507828388694,0.006788224763515135,0.00040000027499999946,0.0118480809,0.0,0.5729387586740005,0.033760765002878994
