stage,Frequency [Hz],Vrms_mean [V],Vrms_std [V],Irms_mean [A],Irms_std [A],Z_mean [Ohm],Z_std [Ohm]
coarse,899.9999999999998,0.6440328422686379,1.1702778228589004e-16,0.0010918527490000002,9.133708861428869e-06,589.8902234116035,4.917181834547561
coarse,983.5001995056775,0.6440328422686379,1.1702778228589004e-16,0.0010949884780000001,9.087445853264696e-06,588.2006870287244,4.907084947143278
coarse,1074.7473804752296,0.6440328422686379,1.1702778228589004e-16,0.001093914442,6.572881364441191e-06,588.7605756947125,3.525349522638558
coarse,1174.4602923506588,0.6440328422686379,1.1702778228589004e-16,0.001094912749,7.561879812013945e-06,588.2299774789159,4.064253425146374
coarse,1283.4243687092996,0.6440328422686379,1.1702778228589004e-16,0.0010966224590000001,5.443189679111653e-06,587.3007100911428,2.9204042626481654
coarse,1402.4979140844928,0.6440328422686379,1.1702778228589004e-16,0.0010976436540000001,7.973924747284749e-06,586.7692697791138,4.281295515768908
coarse,1532.6188647871063,0.6440328422686379,1.1702778228589004e-16,0.0010959843409999999,6.363989884302059e-06,587.6473946559429,3.404691314448394
coarse,1674.8121769825382,0.6440328422686379,1.1702778228589004e-16,0.001104346929,6.8730226418487545e-06,583.2001971480544,3.638211735569053
coarse,1830.1979002187368,0.6440328422686379,1.1702778228589004e-16,0.0010986960839999998,4.9619322839756415e-06,586.1900412792886,2.6559250557860965
coarse,2000.0000000000002,0.6440328422686379,1.1702778228589004e-16,0.0010979224,9.594262045002618e-06,586.6331544765069,5.192994167210667
fine,1540.8272028239353,0.6440328422686379,1.1702778228589004e-16,0.001103898965,4.449685746312768e-06,583.424991632293,2.3477864660389067
fine,1570.601641525847,0.6440328422686379,1.1702778228589004e-16,0.00110367668,5.899269615386494e-06,583.5489708258871,3.1168982519882706
fine,1600.3760802277588,0.6440328422686379,1.1702778228589004e-16,0.0011055938790000002,6.39121968698978e-06,582.5396036969701,3.368884797365039
fine,1630.1505189296706,0.6440328422686379,1.1702778228589004e-16,0.0011069661479999999,7.917291810086492e-06,581.8266710815665,4.152251605756846
fine,1659.9249576315824,0.6440328422686379,1.1702778228589004e-16,0.001104017393,9.771482552688219e-06,583.3949848499021,5.158906149260974
fine,1689.6993963334942,0.6440328422686379,1.1702778228589004e-16,0.001106002879,6.653899430106062e-06,582.325608224325,3.4995735988135723
fine,1719.473835035406,0.6440328422686379,1.1702778228589004e-16,0.0011054941460000001,7.246217467215755e-06,582.5972253684431,3.8303828148703487
fine,1749.2482737373177,0.6440328422686379,1.1702778228589004e-16,0.0011076862699999999,5.218828711936582e-06,581.4332522320622,2.722689255166182
fine,1779.0227124392295,0.6440328422686379,1.1702778228589004e-16,0.0011081078209999999,8.085805637049612e-06,581.2284067068414,4.2463487360289225
fine,1808.7971511411413,0.6440328422686379,1.1702778228589004e-16,0.001107521553,9.434144074812073e-06,581.5461762128551,4.956399763545374
