Frequency [Hz],repeat,VL_rms_fft [V],VL_phase [deg],VL_real [V],VL_imag [V],VL_rms_scope [V],M,dt [s],Mdt [s]
200.0,1,0.13691927543507018,-24.246742844327184,0.12484099504506498,-0.05622823082600657,0.0,1250,3.9999999999996635e-06,0.004999999999999579
200.0,2,0.13848985767053473,-24.595547062145275,0.1259244594697509,-0.05764088119430542,0.0,1250,3.9999999999996635e-06,0.004999999999999579
200.0,3,0.13831131256328924,-24.9320469641047,0.1254218568039045,-0.05830417668435743,0.0,1250,3.9999999999996635e-06,0.004999999999999579
200.0,4,0.13839431416225267,-24.289817705439315,0.12614315046953362,-0.05692883085099232,0.0,1250,3.9999999999996635e-06,0.004999999999999579
200.0,5,0.13875185922080988,-24.675906971229548,0.12608156827881034,-0.057926820882792544,0.0,1250,3.9999999999996635e-06,0.004999999999999579
200.0,6,0.13950323913231205,-24.45522062914437,0.12698771933989597,-0.05775182131551218,0.0,1250,3.9999999999996635e-06,0.004999999999999579
200.0,7,0.13853478064752095,-24.79625906335142,0.1257625476109824,-0.05810049111197021,0.0,1250,3.9999999999996635e-06,0.004999999999999579
200.0,8,0.1373409346078443,-24.61307453406291,0.12486228736650379,-0.05720088734067673,0.0,1250,3.9999999999996635e-06,0.004999999999999579
200.0,9,0.13995798739352888,-24.584748814206538,0.12727035970957573,-0.058227946680630874,0.0,1250,3.9999999999996635e-06,0.004999999999999579
200.0,10,0.1400762839200543,-24.540737297760497,0.12742266006521955,-0.0581793006038674,0.0,1250,3.9999999999996635e-06,0.004999999999999579
