Frequency [Hz],VL_rms_mean [V],VL_rms_std [V],VR_rms_mean [V],VR_rms_std [V],Irms_mean [A],Irms_std [A],XL_mean [Ohm],XL_std [Ohm],L_mean [H],L_std [H]
5000.0,0.0282842706110658,0.0,0.01555634883608619,0.00447213585437652,0.0002777919435015391,7.985956882815214e-05,106.4,17.708754896942928,0.0033868171889955326,0.0005636871755702548
