Frequency [Hz],repeat,Vrms [V],Irms [A],XL [Ohm]
200,1,0.7600211379647622,0.00110314263,688.9599923853566
200,2,0.7600211379647622,0.00109553791,693.7424355901679
200,3,0.7600211379647622,0.0011037424,688.5856137852114
200,4,0.7600211379647622,0.00110806304,685.9006306759968
200,5,0.7600211379647622,0.00110720727,686.4307691592038
200,6,0.7600211379647622,0.0010965832,693.0811432864941
200,7,0.7600211379647622,0.00111263152,683.0843134524556
200,8,0.7600211379647622,0.0010796414,703.9570156949911
200,9,0.7535252970999745,0.001095491,687.8425264105085
200,10,0.7535252970999745,0.00109791418,686.3244057017048
500,1,0.7617478943507654,0.00109983829,692.5999042557114
500,2,0.7617478943507654,0.00108727999,700.5995708159454
500,3,0.7617478943507654,0.00110222539,691.099934062275
500,4,0.7550067588153356,0.00108652597,694.8814659398666
500,5,0.7617478943507654,0.00110905163,686.8461970077672
500,6,0.7617478943507654,0.00109586178,695.1131139465101
500,7,0.7550067588153356,0.00108271337,697.3283786228073
500,8,0.7550067588153356,0.00110491191,683.3185089074981
500,9,0.7617478943507654,0.00110460632,689.610298763061
500,10,0.7617478943507654,0.00111076247,685.7882895078058
1000,1,0.7617478943507654,0.00108197692,704.0334042899598
1000,2,0.7617478943507654,0.0010873602,700.5478905249295
1000,3,0.7617478943507654,0.00110896886,686.8974610799851
1000,4,0.7617478943507654,0.00109702942,694.3732596986919
1000,5,0.7617478943507654,0.00110802276,687.4839776312587
1000,6,0.7617478943507654,0.00109800592,693.7557261537947
1000,7,0.7617478943507654,0.00109601859,695.013662451442
1000,8,0.7617478943507654,0.00110012782,692.4176268451837
1000,9,0.7617478943507654,0.00109101227,698.2028665459147
1000,10,0.7617478943507654,0.00110572157,688.9147458259004
2000,1,0.7684890298861952,0.00109911396,699.1895816573881
2000,2,0.7684890298861952,0.0011076848,693.7795209306793
2000,3,0.7684890298861952,0.00111085328,691.80065785663
2000,4,0.7684890298861952,0.00109729217,700.3504179622417
2000,5,0.7684890298861952,0.00110420282,695.9672769955389
2000,6,0.7684890298861952,0.00110399758,696.0966616305401
2000,7,0.7684890298861952,0.00111545098,688.9491727249145
2000,8,0.7684890298861952,0.00109921547,699.1250131206715
2000,9,0.7684890298861952,0.00110354251,696.3837123829468
2000,10,0.7684890298861952,0.00109980733,698.7487798305501
5000,1,0.7752301654216249,0.0011106194,698.0160489017435
5000,2,0.7752301654216249,0.00111236819,696.9186753008686
5000,3,0.7752301654216249,0.00110546581,701.2701418794896
5000,4,0.7752301654216249,0.00111347041,696.2287982323885
5000,5,0.7752301654216249,0.00110855862,699.3136415479994
5000,6,0.7752301654216249,0.00110596162,700.9557577790312
5000,7,0.7752301654216249,0.00110590237,700.9933122953927
5000,8,0.7752301654216249,0.00111133314,697.5677567049111
5000,9,0.7752301654216249,0.00109849661,705.7192151204043
5000,10,0.7752301654216249,0.00112049514,691.8639249266399
