stage,Frequency [Hz],Vrms_mean [V],Vrms_std [V],Irms_mean [A],Irms_std [A],Z_mean [Ohm],Z_std [Ohm]
coarse,700.0000000000001,0.11226430024372425,0.0006932988749999922,0.003407792185,1.2395122254792387e-05,32.94399941282475,0.32327199414707475
coarse,822.8541080088764,0.08494233703177316,0.0,0.0034768834,9.870432847904888e-06,24.430695408698234,0.06935565870836394
coarse,967.2698329529765,0.05663055505252708,0.0003466978500000007,0.00351041986,6.732462658626525e-06,16.132066533659007,0.06782360058083137
coarse,1137.0313651405945,0.03070257643911989,0.0002600010499999994,0.00354101695,2.2087611681213405e-06,8.67053215384619,0.06801715966698134
coarse,1336.5870424869697,0.009050966587055773,0.0,0.00353816454,2.561409462034679e-06,2.5580972440573966,0.0018519021406884766
coarse,1571.1659123169106,0.027575044524790013,0.0,0.00353336078,9.68057467715657e-07,7.804197554862703,0.002138165953863502
coarse,1846.914750447834,0.05392453246031098,0.0,0.003512525935,5.67599563005911e-06,15.352086749806444,0.024807895775490998
coarse,2171.059127925984,0.08193932137134238,0.0006067007750000009,0.00346662302,9.047912097892936e-06,23.636949198130047,0.23670465720470593
coarse,2552.0927459200916,0.10932288222831521,0.0006932988749999922,0.00339092931,3.588906325776723e-06,32.2397097007988,0.17033489173904046
coarse,3000.0000000000014,0.13727828099330738,0.0,0.0033001021949999997,1.7919005074083582e-06,41.59819700075995,0.022587127885269936
fine,935.6109297408788,0.061277877299226124,0.0,0.0035098613,2.55675669941589e-07,17.458774642122805,0.0012717835610719366
fine,1024.7167325733435,0.04731470805068345,0.0003467015749999989,0.00352824619,1.1699081694731254e-06,13.410279664190487,0.10271119168531018
fine,1113.8225354058081,0.033460293486788195,0.0,0.0035292636600000003,2.2126785396884872e-07,9.480814349968163,0.0005944014523120798
fine,1202.9283382382728,0.021778888736801977,0.00039999932500000114,0.003544640145,8.3679652881717e-06,6.144058743852526,0.09834173299500193
fine,1292.0341410707374,0.011455128829917238,0.0001999996500000002,0.0035499967649999997,1.4000643556815455e-06,3.226788935503722,0.055065384778764305
fine,1381.139943903202,0.009758073138432619,0.00020000012500000057,0.003544706155,8.470198786595924e-06,2.752798572353189,0.04984429347507156
fine,1470.2457467356667,0.017281689626133204,0.0,0.003539490395,1.256337831337499e-06,4.882536406708228,0.0017330503875065452
fine,1559.3515495681315,0.026290230760911942,0.0002600010499999994,0.00353469269,1.489841461048112e-05,7.437990949555006,0.10490737259410172
fine,1648.4573524005962,0.034811855974134595,0.0,0.003524131375,1.5070778959465014e-06,9.878138881056437,0.004224338759427631
fine,1737.5631552330608,0.04339224177855153,0.00034669972499999896,0.0035182599699999997,5.342276584678242e-06,12.333527196636053,0.11727070826692805
