Frequency [Hz],n_repeat,VL_rms_fft_mean [V],VL_rms_fft_std [V],VL_phase_mean [deg],VL_phase_std [deg],VL_real_mean [V],VL_imag_mean [V],VL_rms_scope_mean [V],VL_rms_scope_std [V],M_mean,M_std,dt_mean [s],dt_std [s],Mdt_mean [s]
500.0,10,0.15453529990587056,0.0007665847711559576,-75.0435026609334,0.24609148928390492,0.03988333207708769,-0.14929996228876316,0.0,0.0,1000.0,0.0,1.9999999999998318e-06,0.0,0.0019999999999998318
