Frequency [Hz],repeat,VC_rms_fft [V],VC_phase [deg],VC_real [V],VC_imag [V],VR_rms_fft [V],VR_phase [deg],VR_real [V],VR_imag [V],Irms [A],XC [Ohm],C [F],VC_rms_scope [V],VR_rms_scope [V],M_C,dt_C [s],Mdt_C [s],M_R,dt_R [s],Mdt_R [s]
500.0,1,1.1633844754673144,27.876165650749964,1.0283855814563467,0.5439545326689078,1.005706525152123,117.40974029323924,-0.4629777098026444,0.89280303256623,0.017959045092002197,64.77986271026242,4.913716591334548e-06,1.4778531119747669,1.0094412984234855,1500,4e-06,0.006,1500,4e-06,0.006
500.0,2,1.1652250517941471,27.817916189397337,1.030565928801087,0.543767678078631,1.0058525408595966,117.45688676782432,-0.4637795310377518,0.8925513321619711,0.01796165251534994,64.8729314186627,4.906667221950433e-06,1.4778531119747669,1.0094412984234855,1500,4e-06,0.006,1500,4e-06,0.006
500.0,3,1.1647702948477239,27.81966808658918,1.0301471053615359,0.5435869581538013,1.0059133288611677,117.4637002018779,-0.4639137017669366,0.8925501120348669,0.017962738015377993,64.84369442178347,4.908879560644809e-06,1.4707820509157714,1.0094412984234855,1500,4e-06,0.006,1500,4e-06,0.006
500.0,4,1.1635065881725175,27.875215123859746,1.0285025491440385,0.5439945653451573,1.0057770673277615,117.41743127324442,-0.46313003173882866,0.8928034962207664,0.017960304773710026,64.78211827872975,4.913545506712815e-06,1.4707820509157714,1.0094412984234855,1500,4e-06,0.006,1500,4e-06,0.006
500.0,5,1.1635252291554827,27.840703343396978,1.0288465177940103,0.5433836597694652,1.0060165135207804,117.41365949161843,-0.46318150123808033,0.8930465398775949,0.017964580598585363,64.76773686812959,4.91463653936042e-06,1.4707820509157714,1.0094412984234855,1500,4e-06,0.006,1500,4e-06,0.006
500.0,6,1.1631493880934096,27.854968605831623,1.028378902993858,0.5434641946800384,1.0060202433500631,117.40258844921271,-0.46301064927145663,0.8931393333021138,0.0179646472026797,64.74657559208333,4.9162428016148385e-06,1.4778531119747669,1.0094412984234855,1500,4e-06,0.006,1500,4e-06,0.006
500.0,7,1.1664450731052287,27.72056011843686,1.032568397465773,0.5425832775956405,1.0060904117493021,117.43775381725273,-0.46359106012062046,0.8929172669346918,0.017965900209808965,64.92550105941125,4.902694334118662e-06,1.4707820509157714,1.0094412984234855,1500,4e-06,0.006,1500,4e-06,0.006
500.0,8,1.166148860260152,27.78517451359127,1.031693791431095,0.5436093128420294,1.0059318913098099,117.47867667855954,-0.46415555360078464,0.8924452879676603,0.017963069487675176,64.9192422854162,4.903166996071017e-06,1.4707820509157714,1.0094412984234855,1500,4e-06,0.006,1500,4e-06,0.006
500.0,9,1.1643290388589358,27.785642103908142,1.0300793629789717,0.5427693955032918,1.0059439877065384,117.38143235091998,-0.46264576086824455,0.8932425238162228,0.017963285494759614,64.81715381067693,4.910889594343118e-06,1.4707820509157714,1.0094412984234855,1500,4e-06,0.006,1500,4e-06,0.006
500.0,10,1.164688178361262,27.826312060554795,1.0300114434291112,0.5436680781686133,1.0059351453004792,117.42171439009223,-0.46326957214832143,0.8929091891520701,0.017963127594651414,64.83771671855474,4.9093321340339445e-06,1.4707820509157714,1.0094412984234855,1500,4e-06,0.006,1500,4e-06,0.006
