stage,Frequency [Hz],Vrms_mean [V],Vrms_std [V],Irms_mean [A],Irms_std [A],Z_mean [Ohm],Z_std [Ohm]
coarse,100.0,0.6954647679446632,0.0026858374762537473,0.002393237316,1.933180157701309e-06,290.59663233274534,1.3376442570469036
coarse,117.21022975334806,0.6706766469262397,0.0,0.0026521212440000002,6.513149271038651e-06,252.8843206909768,0.6203339398156467
coarse,137.38237958832624,0.6509383083947106,0.0,0.002930656682,6.0490232257546885e-06,222.1142223630542,0.4590705512052755
coarse,161.02620275609394,0.6232439092657144,0.0,0.003227990912,5.052361525091066e-06,193.0752437966674,0.3025918631353589
coarse,188.73918221350976,0.5829145171445594,0.0,0.003531756346,5.82218254632479e-06,165.04982978344816,0.2719341849169477
coarse,221.22162910704503,0.5449247387409026,0.0,0.0038294126740000003,7.52424922805459e-06,142.30026082918647,0.27969451296435494
coarse,259.2943797404667,0.4890296725336774,0.0,0.004076414370000001,4.967450763455103e-06,119.96578591364172,0.14622014821833204
coarse,303.9195382313198,0.440749825368708,6.206335383118183e-17,0.004320233126,7.023186917883269e-06,102.02013280369346,0.1658593913420892
coarse,356.2247890262444,0.387801540369695,0.0,0.0045357884860000005,5.305382502179118e-06,85.49824723533087,0.10013735578253956
coarse,417.53189365604004,0.3401235923256558,0.0,0.00472593708,6.776968844645896e-06,71.96967428808273,0.10329624835062197
coarse,489.3900918477494,0.2908471618740468,0.0,0.004932170176000001,8.618872209548926e-06,58.96955337117557,0.10305235846105554
coarse,573.6152510448682,0.24169306262799473,0.0,0.005063354878,2.779977799546338e-06,47.73379048995828,0.026211886253859482
coarse,672.3357536499335,0.1985555735152255,0.0,0.005251396446,5.2981863591356715e-06,37.810082932780986,0.038131197458650325
coarse,788.0462815669912,0.1520735422937926,0.0006029209812962688,0.005302228500000001,8.006517761174753e-07,28.68106132854181,0.1135402731467918
coarse,923.6708571873866,0.11273544406720867,0.0009229099547638826,0.005338828264000001,3.89268948852596e-06,21.116124006405947,0.16971553731207886
coarse,1082.636733874054,0.07893631101421246,0.0,0.0053557779639999996,2.234423628003473e-06,14.738535192267577,0.006148214726170705
coarse,1268.9610031679222,0.05392453246031098,0.0,0.005351133648,5.603817354123064e-06,10.077225382279764,0.010564515708209047
coarse,1487.3521072935118,0.05020752179808881,0.0002685538852157793,0.005342409852,6.920099738748227e-06,9.39789200747927,0.04244312131756985
coarse,1743.3288221999874,0.07687710555367841,0.0004699484189061541,0.004614598861999999,6.056667520452404e-05,16.661467692801757,0.20671839790822022
coarse,2043.3597178569416,0.11560347389517463,0.0004933161213670782,0.004825551344000001,1.1419094512932239e-05,23.956630184388445,0.11466950435316597
coarse,2395.026619987486,0.15443212210715748,0.0,0.004731229692000001,7.859052003395344e-06,32.64108342601345,0.05423320162205239
coarse,2807.2162039411755,0.19502570750855014,0.0029598904748066746,0.004719173814000001,0.00014154214386249197,41.34923719025663,1.1180569577994768
coarse,3290.3445623126677,0.24885631992486354,0.0009866322585455158,0.004858547916,3.1489199317114277e-06,51.22037465298946,0.2205851747514868
