Frequency [Hz],repeat,VL_rms_fft [V],VL_phase [deg],VL_real [V],VL_imag [V],VL_rms_scope [V],M,dt [s],Mdt [s]
500.0,1,0.12745408849663856,-81.09084504860012,0.019738590945848917,-0.12591637185839427,0.841457025771371,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,2,0.12469116312048761,-79.79894424940535,0.0220831635251884,-0.12272008820506869,0.841457025771371,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,3,0.12524848249493853,-79.61189628135712,0.022584170492745526,-0.12319552593515531,0.841457025771371,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,4,0.12398580144678997,-79.90047147521227,0.021741979637849143,-0.12206459471046541,0.841457025771371,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,5,0.12501013581915674,-80.11892274698045,0.021452207410460136,-0.1231557422727118,0.841457025771371,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,6,0.12474189226176852,-79.8888853074536,0.02189940026976953,-0.12280454369798816,0.841457025771371,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,7,0.12354770877471113,-79.83101799663261,0.021812583242535974,-0.12160693876489233,0.841457025771371,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,8,0.1248920148502449,-80.49789937369988,0.0206176441281002,-0.12317844017505988,0.841457025771371,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,9,0.12476180667382884,-79.81357865512993,0.022064311234062522,-0.12279525468960217,0.841457025771371,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,10,0.12334017472353971,-80.06984508839318,0.02126970995330254,-0.12149237893520601,0.841457025771371,1000,1.9999999999998318e-06,0.0019999999999998318
