Frequency [Hz],repeat,VL_rms [V],VR_rms [V],Irms [A],XL [Ohm],L [H]
5000,1,1.414213562373095,0.8768124154241885,0.015657364561146223,90.32257994953176,0.002875057014356179
5000,2,1.414213562373095,0.8768124154241885,0.015657364561146223,90.32257994953176,0.002875057014356179
5000,3,1.414213562373095,0.8768124154241885,0.015657364561146223,90.32257994953176,0.002875057014356179
5000,4,1.414213562373095,0.8768124154241885,0.015657364561146223,90.32257994953176,0.002875057014356179
5000,5,1.414213562373095,0.8768124154241885,0.015657364561146223,90.32257994953176,0.002875057014356179
5000,6,1.414213562373095,0.8768124154241885,0.015657364561146223,90.32257994953176,0.002875057014356179
5000,7,1.414213562373095,0.8768124154241885,0.015657364561146223,90.32257994953176,0.002875057014356179
5000,8,1.414213562373095,0.8768124154241885,0.015657364561146223,90.32257994953176,0.002875057014356179
5000,9,1.3859293181017567,0.8768124154241885,0.015657364561146223,88.51613007344433,0.0028175559289107675
5000,10,1.414213562373095,0.8768124154241885,0.015657364561146223,90.32257994953176,0.002875057014356179
