Frequency [Hz],VL_rms_mean [V],VL_rms_std [V],VR_rms_mean [V],VR_rms_std [V],Irms_mean [A],Irms_std [A],XL_mean [Ohm],XL_std [Ohm],L_mean [H],L_std [H]
5000.0,0.0282842706110658,0.0,0.0141421353055329,0.0,0.0002525381304559446,0.0,112.0,0.0,0.0035650707252584553,4.57139774554258e-19
