category,phasor,RMS [V],RMS_std [V],phase [deg],phase_std [deg],real [V],imag [V]
measured,$V_R$,0.9299872786621385,0.0020060480148555195,0.0,0.07767957987858866,0.9299872786621385,0.0
measured,$V_L$,0.1847490511529844,0.0016386396791781312,50.47438493783475,0.3471893510980315,0.11757856842404465,0.1425043583518774
measured,$V_C$,1.0667759408627764,0.0033380409801078968,-89.02638681335843,0.05325943797839446,0.01812659061775046,-1.0666219267932937
measured,$V_E$,1.4105650116465487,0.003122255606550916,-40.93026670909338,0.14029592767512405,1.0656924377039336,-0.9241175684414162
theory,$V_R$,0.9299872786621386,,0.0,,0.9299872786621386,0.0
theory,$V_L$,0.1460820601288469,,90.0,,0.0,0.1460820601288469
theory,$V_C$,1.1247117964411801,,-90.0,,0.0,-1.1247117964411801
theory,$V_E$,1.3500342585535217,,-46.45990753237199,,0.9299872786621386,-0.9786297363123333
