stage,Frequency [Hz],Vrms_mean [V],Vrms_std [V],Irms_mean [A],Irms_std [A],Z_mean [Ohm],Z_std [Ohm]
coarse,0.1,3.50017856687341e+37,0.0,0.00108696439,9.422556584526327e-06,3.2203335767041165e+40,2.777406892827385e+38
coarse,0.7901086294386428,3.50017856687341e+37,0.0,0.0010879966679999999,6.932614557742219e-06,3.217190156871892e+40,2.0483779965567317e+38
coarse,6.242716463134106,0.7550067588153356,0.0,0.0011225160439999999,1.7766707657238542e-05,672.7367253901148,10.62465744979735
coarse,49.32424148660941,0.7470293719127034,0.0,0.001593392994,7.314955999780859e-06,468.83724978643585,2.1560869445334245
coarse,389.715088390856,0.42175200695936077,0.0,0.005561802443999999,6.5201373634363174e-06,75.83017826447923,0.08892471414811033
coarse,3079.172543600587,0.2733994244625947,0.0020829259185448147,0.006109975092,4.352933817285945e-06,44.74636340428431,0.33225359601305426
coarse,24328.807982293612,0.7000922811747148,0.0,0.002001866654,1.4099146662936774e-06,349.71987652516816,0.24636423562293552
coarse,192224.01130765895,0.7752301654216249,0.0,0.001095210296,6.503987069588945e-06,707.8566501304247,4.175515749232912
coarse,1518778.501194927,0.7755870649475728,0.0,0.001233205154,1.0872987976305327e-05,628.958848878391,5.5447749387844665
coarse,12000000.000000007,0.563805220310599,0.0,0.001159691622,5.7901370915436645e-06,486.1779094112334,2.423971860501698
fine,2155.4207805204105,0.1561970571893891,0.0006577564096282497,0.0064572328699999985,5.636668845537232e-06,24.189456632079377,0.09464376417873535
fine,2360.698950093783,0.1863429846746699,0.0009398275501401967,0.006387186142,6.510855811156534e-06,29.17464704811737,0.17667691102520733
fine,2565.9771196671554,0.21326341171124513,0.0,0.006316674593999999,4.788258489073058e-06,33.76199082796144,0.02558200582406432
fine,2771.2552892405283,0.2396095120749541,0.0,0.006237472407999999,5.098853966041525e-07,38.414520767815404,0.003140013082734606
fine,2976.5334588139003,0.2631527416732686,0.0,0.00615880238,5.7299920475905055e-06,42.72793760940122,0.03974002129508862
fine,3181.8116283872732,0.28569940902137025,0.0,0.006074590701999999,5.26761766707395e-06,47.03190633660372,0.04079365558851198
fine,3387.0897979606457,0.30726574066425244,0.0,0.00598339541,4.6296721223751545e-06,51.353097470880144,0.03969835728178373
fine,3592.367967534018,0.3269984104267828,0.0,0.0058896810720000005,4.285527931272791e-06,55.520586777445736,0.04043337310172075
fine,3797.6461371073906,0.3444134460941487,0.0027406870399668067,0.005809228120000001,5.784949022536825e-06,59.28713883499982,0.44157680064859867
fine,4002.924306680763,0.3626404787402969,0.0014251082555982858,0.00571408272,3.5886123796181904e-06,63.46424141627241,0.2129028257623175
