Frequency [Hz],repeat,Vrms [V],Irms [A],XL [Ohm]
200,1,0.10491074466931063,0.00594176725,17.656488424266474
200,2,0.10491074466931063,0.00596191315,17.596825386379642
200,3,0.10393027199750764,0.00595060131,17.465507531625846
200,4,0.10491074466931063,0.00594990887,17.632327983757946
200,5,0.10393027199750764,0.00595082762,17.464843318299252
200,6,0.10491074466931063,0.00595345302,17.621831282933453
200,7,0.10393027199750764,0.00596571108,17.421271429978074
200,8,0.10393027199750764,0.00594653375,17.477454323286675
200,9,0.10294978878981358,0.00595952664,17.27482651035076
200,10,0.10393027199750764,0.00595871173,17.441735178135165
500,1,0.11361791477262732,0.0059583988,19.068531427038305
500,2,0.11361791477262732,0.0059401663,19.127059586299346
500,3,0.11361791477262732,0.0059506488,19.093365881822386
500,4,0.11361791477262732,0.00595923979,19.065840405228485
500,5,0.11361791477262732,0.00594893005,19.098882289366863
500,6,0.11361791477262732,0.00596462796,19.048617203716983
500,7,0.11361791477262732,0.0059444732,19.113201616019957
500,8,0.11361791477262732,0.00595586793,19.076634355897703
500,9,0.11361791477262732,0.00596186798,19.05743554768003
500,10,0.11361791477262732,0.00596132874,19.05915941361545
1000,1,0.1442541639239205,0.00591736659,24.378101598048953
1000,2,0.1442541639239205,0.00590179441,24.442424439505423
1000,3,0.1442541639239205,0.00591030717,24.40721941765346
1000,4,0.1442541639239205,0.00592830451,24.33312318565776
1000,5,0.1442541639239205,0.00592832128,24.333054352263527
1000,6,0.1442541639239205,0.00590412505,24.432775847781286
1000,7,0.1442541639239205,0.00592144532,24.361309803316818
1000,8,0.1442541639239205,0.00592106348,24.362880825577722
1000,9,0.1442541639239205,0.00592502812,24.346578784493683
1000,10,0.1442541639239205,0.00592539925,24.345053866863143
2000,1,0.2291916962004708,0.0057388586,39.93680837518297
2000,2,0.2291916962004708,0.00574023277,39.927247793554336
2000,3,0.2312752678252935,0.00574221229,40.27633534692837
2000,4,0.2291916962004708,0.0057356162,39.959385044011626
2000,5,0.2291916962004708,0.00574305886,39.907600076463574
2000,6,0.2291916962004708,0.00573165482,39.9870026018892
2000,7,0.2291916962004708,0.00575141003,39.84965339020887
2000,8,0.2312752678252935,0.00574648799,40.24636756010926
2000,9,0.2291916962004708,0.00574538717,39.891427578147145
2000,10,0.2291916962004708,0.00575055415,39.85558438754477
5000,1,0.43695028695883487,0.0048354594,90.36375881034898
5000,2,0.43695028695883487,0.00484439684,90.19704648284653
5000,3,0.43695028695883487,0.00483171223,90.4338392186976
5000,4,0.43695028695883487,0.00484365132,90.21092933643186
5000,5,0.43695028695883487,0.00483072642,90.45229412077425
5000,6,0.43695028695883487,0.0048406031,90.26773687742232
5000,7,0.43695028695883487,0.00483953953,90.28757472693582
5000,8,0.43695028695883487,0.00483102724,90.4466618074451
5000,9,0.43695028695883487,0.00484677684,90.1527554049373
5000,10,0.43695028695883487,0.00484236702,90.23485521732198
