Frequency [Hz],repeat,VC_rms_fft [V],VC_phase [deg],VC_real [V],VC_imag [V],VR_rms_fft [V],VR_phase [deg],VR_real [V],VR_imag [V],Irms [A],XC [Ohm],C [F],VC_rms_scope [V],VR_rms_scope [V],M_C,dt_C [s],Mdt_C [s],M_R,dt_R [s],Mdt_R [s]
500.0,1,1.1962065540465134,118.4946731397354,-0.5706826981480249,1.0512998516019703,1.007526684889965,-151.87000376973018,-0.8885177889213624,-0.475022272673247,0.017991547944463664,66.4871392800089,4.787540712847288e-06,0.0,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,2,1.1946534520512282,118.54769779421201,-0.5709131719070006,1.0494069852259436,1.0075829528046358,-151.92194884188555,-0.888997730442575,-0.4742430200334634,0.017992552728654212,66.39710718472267,4.794032446296557e-06,0.0,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,3,1.1943900369499476,118.5507189249775,-0.5708426092624286,1.0491454979247443,1.0076767012493744,-151.96571751263346,-0.8894424973913796,-0.47360783151781444,0.01799422680802454,66.37629111228654,4.795535888640065e-06,0.0,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,4,1.1946957743758075,118.52668536923841,-0.5705484899918849,1.0496534732374254,1.0075606752632973,-151.92571064999998,-0.8890092090721775,-0.47417416686476427,0.017992154915416024,66.40092751492314,4.793756625044926e-06,0.0,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,5,1.1954507285267832,118.53854482722625,-0.5711264212025049,1.0501985790028645,1.0076228289514524,-151.88743839498116,-0.888747094407226,-0.4747971857612902,0.017993264802704505,66.43878927114434,4.791024786510354e-06,0.0,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,6,1.195129273093969,118.51163639145642,-0.5704796994879076,1.0501842180676233,1.007360001959922,-151.92955948770862,-0.8888639916117903,-0.47402001852732906,0.017988571463570035,66.43825361643154,4.791063413880376e-06,0.0,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,7,1.1957806188803743,118.50722444531291,-0.5707096979967059,1.0508005182252433,1.007557343959318,-151.88019261244153,-0.8886292877325387,-0.4748787111993085,0.017992095427844964,66.4614426749737,4.789391764191292e-06,0.0,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,8,1.1957394335516995,118.4837291416139,-0.5702591061655028,1.0509982610765163,1.0077427649303157,-151.88906234761242,-0.8888663393421151,-0.47482850699378326,0.01799540651661278,66.44692535552511,4.790438150157733e-06,0.0,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,9,1.1953244973004888,118.50996222750972,-0.5705421959746653,1.050372437023684,1.007774833979004,-151.90683260996482,-0.8890418552243322,-0.4745679041619718,0.0179959791781965,66.4217537408976,4.792253565382738e-06,0.0,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,10,1.1964219667784795,118.46685404037758,-0.5702748646934457,1.0517661818526765,1.0076372211171698,-151.8721814553235,-0.8886333245092363,-0.4750406129505081,0.017993521805663746,66.49181742741916,4.787203877097358e-06,0.0,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
