Frequency [Hz],repeat,VL_rms_fft [V],VL_phase [deg],VL_real [V],VL_imag [V],VL_rms_scope [V],M,dt [s],Mdt [s]
5000.0,1,1.400381960655725,136.91047615912407,-1.0226810161636588,0.9566572922987829,1.4707820509157714,1500,4e-07,0.0006
5000.0,2,1.4025302236316977,136.9771654977909,-1.0253643790680542,0.9569320343361714,1.4778531119747669,1500,4e-07,0.0006
5000.0,3,1.3989282851680092,136.8335690612311,-1.0203357246513372,0.9570346681512315,1.4707820509157714,1500,4e-07,0.0006
5000.0,4,1.4001390078039855,136.87933275108196,-1.0219835341314971,0.9570469670493834,1.4637109898567757,1500,4e-07,0.0006
5000.0,5,1.4018713038280561,136.91679010666041,-1.023874193159961,0.9575618983008946,1.4778531119747669,1500,4e-07,0.0006
5000.0,6,1.402216703547946,136.91246697449634,-1.0240541886242585,0.9578750975309777,1.4707820509157714,1500,4e-07,0.0006
5000.0,7,1.4005770613461013,136.87408546810488,-1.0222155959839283,0.9574400138369521,1.4707820509157714,1500,4e-07,0.0006
5000.0,8,1.3997576290449854,136.89248053262486,-1.0219246885962683,0.9565518025214625,1.4707820509157714,1500,4e-07,0.0006
5000.0,9,1.4026500388580847,136.93040584877699,-1.0246706040395166,0.9578503456834365,1.4778531119747669,1500,4e-07,0.0006
5000.0,10,1.4016171940999533,136.9158297844572,-1.0236725542273333,0.9574054838564033,1.4707820509157714,1500,4e-07,0.0006
