stage,Frequency [Hz],Vrms_mean [V],Vrms_std [V],Irms_mean [A],Irms_std [A],Z_mean [Ohm],Z_std [Ohm]
coarse,100.0,0.7125939636789699,0.0,0.0024662171940000002,5.821805253714586e-06,288.943382349635,0.6814821552682835
coarse,166.81005372000593,0.6513358795925546,0.0027954423519943035,0.003517916706,1.0975224351150131e-05,185.14928504542118,0.8981712385064868
coarse,278.2559402207126,0.5391886875278258,0.003999270626401878,0.004769718646000001,2.3976978482975e-06,113.04419441939486,0.8478390395257195
coarse,464.15888336127773,0.372843244527515,0.0,0.00583155295,6.628980145403172e-06,63.93556450549151,0.07264963808567991
coarse,774.263682681127,0.1904610605261187,0.0,0.0064246864979999995,6.297319798062486e-06,29.64521413222217,0.0290678210453022
coarse,1291.549665014884,0.03260144081254155,0.0,0.006610215642,7.914505101556791e-06,4.931984062717242,0.0059044971453353105
coarse,2154.4346900318824,0.1515342775884533,0.0007384205325460664,0.006443748065999999,6.278165738787142e-06,23.516433807773836,0.09920634632263699
coarse,3593.813663804626,0.3181680767118064,0.0,0.005887021126,6.392219117026675e-06,54.04573381075917,0.05866552822989489
coarse,5994.8425031894085,0.484739924145308,6.206335383118183e-17,0.004890083986,7.355844118473578e-06,99.12729567347814,0.14903178536309641
coarse,10000.0,0.5962730029154772,0.0,0.0036937181380000002,4.465696361209624e-06,161.42912857330685,0.1951816002136841
fine,904.0847655104188,0.13859185283947378,0.0006029162695025512,0.006511474307999999,2.5401957936781178e-06,21.284276928195276,0.09940955417961557
fine,990.1880765114112,0.10947138138755648,0.0011279618843314093,0.0065523475380000005,5.712285539998008e-06,16.70715520392961,0.16595743048769085
fine,1076.2913875124034,0.08322632807487436,0.0006067007874999976,0.00657887375,6.998942931275539e-06,12.650601761702323,0.10084437244775447
fine,1162.3946985133957,0.06006023903311417,7.757919228897728e-18,0.006593124754,2.7755187500770194e-06,9.109526936787352,0.0038330890906628358
fine,1248.498009514388,0.04007881328396339,0.000259999187499998,0.006599829162,3.926545430708933e-06,6.072700461436878,0.03842004744936617
fine,1334.6013205153804,0.027871321580213597,0.00047941702765038794,0.0066052600740000005,6.186632887511024e-06,4.2195231816757905,0.0693952274083173
fine,1420.7046315163725,0.02963625932823776,0.0003288768885165398,0.006601695718,3.969260211427239e-06,4.489187626025997,0.04960486451140395
fine,1506.8079425173648,0.04177021163683038,0.0004192373641512319,0.0065897796320000005,4.967069291973872e-06,6.33863325686266,0.06316980671202745
fine,1592.9112535183572,0.05686586828162776,0.000512687106361312,0.006581699382,6.8212606664582445e-06,8.640063354586191,0.08603721366735423
fine,1679.0145645193495,0.0721853362859124,0.00027404277648214394,0.006570885981999999,4.167856011148674e-06,10.985637882538464,0.0429900476560257
