Frequency [Hz],repeat,VL_rms_fft [V],VL_phase [deg],VL_real [V],VL_imag [V],VL_rms_scope [V],M,dt [s],Mdt [s]
500.0,1,0.15903539754352816,-166.57386569958095,-0.15468897125188558,-0.03692668201803892,1.4283556845264418,1500,4e-06,0.006
500.0,2,0.15920555537439715,-166.47668875463862,-0.15479155919186172,-0.03722878006358265,1.4283556845264418,1500,4e-06,0.006
500.0,3,0.1591669978555399,-166.42643487267628,-0.1547213658690517,-0.037355483532682136,1.4283556845264418,1500,4e-06,0.006
500.0,4,0.1587467375698848,-166.59093185249756,-0.1544191725235707,-0.03681366385212941,1.4283556845264418,1500,4e-06,0.006
500.0,5,0.15934365729716363,-166.6099315127574,-0.15501206476993698,-0.03690068964933839,1.4283556845264418,1500,4e-06,0.006
500.0,6,0.15638982057131404,-166.0315268116932,-0.15176516965987097,-0.03775061928549494,1.4283556845264418,1500,4e-06,0.006
500.0,7,0.15997022804649083,-166.53733757423552,-0.1555745408078791,-0.03724293374136681,1.4283556845264418,1500,4e-06,0.006
500.0,8,0.15903874922706582,-166.4694396042753,-0.15462467122302473,-0.03720933760336292,1.4283556845264418,1500,4e-06,0.006
500.0,9,0.15998101181169916,-166.54791792058046,-0.15559190341607668,-0.03721671306895986,1.4283556845264418,1500,4e-06,0.006
500.0,10,0.15853272327714243,-166.24502817115973,-0.1539862332215064,-0.03769435405891523,1.4283556845264418,1500,4e-06,0.006
