Frequency [Hz],repeat,Vrms [V],Irms [A],XL [Ohm]
200,1,0.19671710687965088,0.00522922305,37.61880206652323
200,2,0.19671710687965088,0.00523198536,37.59894062082216
200,3,0.1985555735152255,0.00521864044,38.04737570983631
200,4,0.20407103653122943,0.00516007468,39.54807811642553
200,5,0.20223254885922812,0.00526962709,38.377013288662916
200,6,0.19120166493542903,0.00531658204,35.96326803515836
200,7,0.18936317726342772,0.00531186862,35.649070187927144
200,8,0.21142494511102586,0.00486731483,43.4376966552266
200,9,0.1985555735152255,0.0051991595,38.18993695331437
200,10,0.2224557868912608,0.00493391696,45.08705531421445
500,1,0.20223254885922812,0.00519541185,38.925219924427765
500,2,0.20407103653122943,0.00517476164,39.435833131674336
500,3,0.21142494511102586,0.00500827609,42.215113805961494
500,4,0.19304015260743035,0.00539171463,35.80311011516393
500,5,0.18200926868363126,0.00538759679,33.78301602329659
500,6,0.18017080208341205,0.00539329508,33.40644251999875
500,7,0.18200926868363126,0.00538324937,33.810298608483606
500,8,0.18384775635563258,0.00538958097,34.11169762157457
500,9,0.18200926868363126,0.00538236648,33.815844640075724
500,10,0.18384775635563258,0.0053565437,34.32208652673413
1000,1,0.6765597569255801,0.00136359909,496.1573837113518
1000,2,0.6824429090684847,0.0013788339,494.94207320293236
1000,3,0.6824429090684847,0.0013663813,499.45275822238256
1000,4,0.6824429090684847,0.00133801613,510.0408685420592
1000,5,0.6824429090684847,0.00132845936,513.7100385731669
1000,6,0.6883260190324698,0.00133112026,517.1028040941018
1000,7,0.6883260612113893,0.00132665096,518.8448823128197
1000,8,0.6942091711753744,0.00132914295,522.298351110672
1000,9,0.6942091711753744,0.00132948393,522.1643944017995
1000,10,0.6942091711753744,0.00130992371,529.9615281987486
2000,1,0.6966659109793472,0.00132922747,524.1133866871915
2000,2,0.6966659109793472,0.00130772265,532.7321592077243
2000,3,0.6966659109793472,0.00131276448,530.6861372264941
2000,4,0.6966659109793472,0.00131428067,530.0739232353977
2000,5,0.6966659109793472,0.00130414462,534.1937545081059
2000,6,0.6966659109793472,0.00131206203,530.9702552548885
2000,7,0.7026716683316863,0.00130767329,537.344972712325
2000,8,0.6966659109793472,0.00132525444,525.6846458702279
2000,9,0.6966659109793472,0.00131103408,531.3865761440367
2000,10,0.7026716683316863,0.001316707,533.6583373003152
5000,1,0.70634312244452,0.00129567692,545.1537428362311
5000,2,0.70634312244452,0.00130730413,540.3051258198963
5000,3,0.70634312244452,0.00130660471,540.594348878874
5000,4,0.70634312244452,0.00130586268,540.9015306605745
5000,5,0.70634312244452,0.00129525596,545.3309185657173
5000,6,0.70634312244452,0.00129838393,544.0171478743733
5000,7,0.70634312244452,0.00131132035,538.6503171742282
5000,8,0.70634312244452,0.00128410198,550.0677776733278
5000,9,0.70634312244452,0.00127121527,555.6439881693051
5000,10,0.70634312244452,0.00129622407,544.9236276290719
