Frequency [Hz],repeat,VL_rms_fft [V],VL_phase [deg],VL_real [V],VL_imag [V],VL_rms_scope [V],M,dt [s],Mdt [s]
500.0,1,0.4426675542862555,-140.12977144745693,-0.33974661828254876,-0.2837724422549643,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,2,0.46532719656490706,-141.0306020184169,-0.36178350751647675,-0.2926467043245679,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,3,0.4834210450902073,-143.1563007628173,-0.38686942176453315,-0.2898757619044476,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,4,0.47461762679556696,-140.10024748667075,-0.36411141874127184,-0.30444172908337364,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,5,0.45186307209238075,-140.8152923278042,-0.3502450094720566,-0.28549723161649576,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,6,0.4702974768042184,-141.48116858240346,-0.36796239779542966,-0.29288801699122535,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,7,0.4855778417295765,-142.05077944329776,-0.3829053620379645,-0.2986123307924992,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,8,0.4824241986534219,-141.74340127563607,-0.37882149136394655,-0.29870953303701514,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,9,0.4385613958901933,-139.74937957984525,-0.3347212289342242,-0.28336865893375984,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,10,0.44104699373244466,-139.99687013737062,-0.33784611163727946,-0.2835179986032597,0.0,1000,1.9999999999998318e-06,0.0019999999999998318
