Frequency [Hz],repeat,VL_rms_fft [V],VL_phase [deg],VL_real [V],VL_imag [V],VL_rms_scope [V],M,dt [s],Mdt [s]
500.0,1,0.16632793421009268,-175.16786404797608,-0.1657367663826305,-0.014010923153963723,1.4283556845264418,1500,4e-06,0.006
500.0,2,0.16606919993665067,-174.72212753789833,-0.16536511590133182,-0.015276046953919535,1.4283556845264418,1500,4e-06,0.006
500.0,3,0.16599578805460657,-175.08413835442988,-0.16538519103463292,-0.01422463490947455,1.4283556845264418,1500,4e-06,0.006
500.0,4,0.1663392853243029,-175.08940349119442,-0.16572873395125545,-0.014238840722258212,1.4283556845264418,1500,4e-06,0.006
500.0,5,0.16580439807653577,-174.98426747521856,-0.1651694880923038,-0.01449615896879762,1.4283556845264418,1500,4e-06,0.006
500.0,6,0.16814560160321526,-175.3436396023523,-0.1675906381519118,-0.013649957594884892,1.4283556845264418,1500,4e-06,0.006
500.0,7,0.16448083946985523,-174.49960065220094,-0.16372349242901532,-0.0157659309764584,1.4283556845264418,1500,4e-06,0.006
500.0,8,0.16474838015858004,-174.73006984519566,-0.16405199514511187,-0.015131809336103638,1.4283556845264418,1500,4e-06,0.006
500.0,9,0.16739597422869257,-175.09905653174624,-0.16678395605420693,-0.014301195435399146,1.4283556845264418,1500,4e-06,0.006
500.0,10,0.1649695089221523,-174.7887925325499,-0.16428763239674674,-0.01498374837907739,1.4283556845264418,1500,4e-06,0.006
