Frequency [Hz],repeat,Vrms [V],Irms [A],XL [Ohm]
200,1,0.030886424944690512,0.00672758836,4.5910099268752695
200,2,0.030518727933549268,0.00672266353,4.5396780304947475
200,3,0.030518727933549268,0.00672799908,4.536077899337238
200,4,0.03015103357405845,0.00671473658,4.490277945357382
200,5,0.03015103357405845,0.00672483165,4.483537305213946
200,6,0.03015103357405845,0.00672731362,4.481883152350856
200,7,0.030518727933549268,0.00673147989,4.533732319231405
200,8,0.030518727933549268,0.00673012575,4.534644532243587
200,9,0.029783339179212297,0.00672678929,4.427571296679087
200,10,0.03015103357405845,0.00672945287,4.480458390380027
500,1,0.06434176879007641,0.00670620007,9.594370600111906
500,2,0.06372899051311956,0.00670869788,9.49945751814353
500,3,0.06372899051311956,0.0067097405,9.497981406750315
500,4,0.06372899051311956,0.0067073619,9.501349630936055
500,5,0.06372899051311956,0.00670138467,9.509824260412074
500,6,0.06372899051311956,0.00669885147,9.513420442074612
500,7,0.06372899051311956,0.00671243854,9.494163728033115
500,8,0.06372899051311956,0.0066994084,9.512629579817759
500,9,0.06372899051311956,0.00670938054,9.498490975907526
500,10,0.06372899051311956,0.00670859264,9.499606539400723
1000,1,0.12133952297986011,0.00663759047,18.28065824914626
1000,2,0.12133952297986011,0.00663580839,18.285567612638694
1000,3,0.12133952297986011,0.00662472192,18.316168504150603
1000,4,0.12244261139698875,0.0066342107,18.456243995534955
1000,5,0.1202364345980868,0.00663908152,18.11040190361856
1000,6,0.1202364345980868,0.00663659349,18.117191414429513
1000,7,0.12244261139698875,0.00663843611,18.444496469965838
1000,8,0.12133952297986011,0.0066458676,18.257890509263248
1000,9,0.12133952297986011,0.00663390337,18.29081857426273
1000,10,0.12133952297986011,0.00663694553,18.282434657838774
2000,1,0.2312752678252935,0.00636759307,36.320673334939336
2000,2,0.23335881834297878,0.00637418823,36.60996662205232
2000,3,0.2312752678252935,0.00637560338,36.275040030061206
2000,4,0.2312752678252935,0.00637194095,36.295890002761794
2000,5,0.2312752678252935,0.00638017757,36.24903308534303
2000,6,0.2312752678252935,0.00637952937,36.252716213342474
2000,7,0.2312752678252935,0.00637389161,36.284782041546755
2000,8,0.2312752678252935,0.00636254344,36.349499222482876
2000,9,0.2312752678252935,0.00637288764,36.290498262306336
2000,10,0.2312752678252935,0.00637701433,36.26701397506402
5000,1,0.45704552501631185,0.00519789616,87.92894489379562
5000,2,0.45704552501631185,0.00520227291,87.85496895746515
5000,3,0.45704552501631185,0.00519029098,88.05778457844995
5000,4,0.45704552501631185,0.00519179972,88.03219493534543
5000,5,0.45704552501631185,0.00520258397,87.8497161510133
5000,6,0.45704552501631185,0.00518790213,88.09833215113329
5000,7,0.45704552501631185,0.00520328572,87.83786814926471
5000,8,0.45704552501631185,0.00520566013,87.79780346826288
5000,9,0.45704552501631185,0.00518795988,88.09735148073501
5000,10,0.45704552501631185,0.00518797338,88.09712223625786
