Frequency [Hz],repeat,Vrms [V],Irms [A],XL [Ohm]
200,1,0.520430634122168,0.00265517388,196.00623448516595
200,2,0.32244071346962444,0.00511393556,63.05138375064398
200,3,0.22344575314335266,0.00503216032,44.4035441906097
200,4,0.22344575314335266,0.00507213827,44.053561091770604
200,5,0.2291025977761928,0.00489635579,46.790431006688095
200,6,0.26304374989571744,0.0046502226,56.56584050314439
200,7,0.3082985702444956,0.00422802288,72.91790489187126
200,8,0.5289158905355371,0.00143639394,368.2248134070638
200,9,0.6646804147618626,0.00138583314,479.6251407019048
200,10,0.6873078354721427,0.00128327508,535.5888586819146
500,1,0.715592121887045,0.00119724998,597.6964993451451
500,2,0.715592121887045,0.00118877715,601.9564910774445
500,3,0.715592121887045,0.00119252596,600.0641880257643
500,4,0.715592121887045,0.0012087957,591.9876467851806
500,5,0.715592121887045,0.00117929594,606.7960531493435
500,6,0.715592121887045,0.00118817529,602.2614069739196
500,7,0.715592121887045,0.00119676837,597.9370276029647
500,8,0.715592121887045,0.0012017116,595.4774189473123
500,9,0.715592121887045,0.0011930943,599.7783426566074
500,10,0.715592121887045,0.00118435477,604.2041962536656
1000,1,0.715592121887045,0.00117085024,611.173058210284
1000,2,0.715592121887045,0.00119398977,599.3285201154152
1000,3,0.715592121887045,0.00120397308,594.3589053395156
1000,4,0.715592121887045,0.00119437685,599.1342865420114
1000,5,0.715592121887045,0.0011827026,605.0482360375677
1000,6,0.715592121887045,0.00118718331,602.7646411968553
1000,7,0.715592121887045,0.00119309232,599.7793380205859
1000,8,0.715592121887045,0.00118463847,604.059500015262
1000,9,0.715592121887045,0.00119891937,596.8642594264242
1000,10,0.715592121887045,0.00119030452,601.1840750525295
2000,1,0.715592121887045,0.00119578897,598.4267624470939
2000,2,0.6646804147618626,0.00149092404,445.81775927488735
2000,3,0.673165671210587,0.00147703721,455.7540369687687
2000,4,0.6957931340644313,0.00128583307,541.1224445055152
2000,5,0.7014499154819253,0.00130693731,536.7127482816488
2000,6,0.7014499154819253,0.00128569582,545.5799922270302
2000,7,0.6675088054706094,0.00144787156,461.0276380251639
2000,8,0.6759941040628982,0.00135497795,498.8967562630065
2000,9,0.6759941040628982,0.00138503313,488.0707106716632
2000,10,0.673165671210587,0.00142754382,471.55517174288
5000,1,0.6590235490572403,0.00146028679,451.2973434877407
5000,2,0.6618519819095514,0.00143596495,460.9109588012935
5000,3,0.6194255733766576,0.00153374951,403.86358355000067
5000,4,0.6646804147618626,0.00144716946,459.2968778942188
5000,5,0.6703372805018402,0.00143806008,466.13996857616695
5000,6,0.6703372805018402,0.00139928423,479.05726808758516
5000,7,0.673165671210587,0.00144801766,464.88774951169245
5000,8,0.673165671210587,0.00142245239,473.2430244716922
5000,9,0.6759941040628982,0.00138235732,489.0154624152445
5000,10,0.6816509697675204,0.00137596473,495.3985773803376
