Frequency [Hz],VL_rms_mean [V],VL_rms_std [V],VR_rms_mean [V],VR_rms_std [V],Irms_mean [A],Irms_std [A],XL_mean [Ohm],XL_std [Ohm],L_mean [H],L_std [H]
5000.0,0.7382194498850195,0.008944263379399802,0.8626702932708417,1.1702778228589004e-16,0.015404826665550745,1.828559098217032e-18,47.92130842574638,0.5806143472812675,0.0015253826230777659,1.8481528679977612e-05
