Frequency [Hz],Vrms_mean [V],Vrms_std [V],Irms_mean [A],Irms_std [A],XL_mean [Ohm],XL_std [Ohm]
200,0.39711119125644456,0.1851039475034627,0.0035753511460000003,0.0016841006465164294,190.72277127107773,196.00051900835592
500,0.7155921218870451,1.1702778228589004e-16,0.001193074906,8.573137010282216e-06,599.8159270817348,4.30414994664707
1000,0.7155921218870451,1.1702778228589004e-16,0.001190003053,9.28665344565944e-06,601.3694819956451,4.713995441448032
2000,0.684479385769477,0.01748650635587316,0.0013657642880000001,9.674982399562285e-05,504.29640204076577,49.42396256251385
5000,0.6649632496360585,0.017356393608829443,0.001434330712,4.522011850826176e-05,464.31108141759734,25.248996222528675
