Frequency [Hz],repeat,VC_rms_fft [V],VC_phase [deg],VC_real [V],VC_imag [V],VR_rms_fft [V],VR_phase [deg],VR_real [V],VR_imag [V],Irms [A],XC [Ohm],C [F],VC_rms_scope [V],VR_rms_scope [V],M_C,dt_C [s],Mdt_C [s],M_R,dt_R [s],Mdt_R [s]
500.0,1,1.1899589043682706,118.58152362682974,-0.5692867005518644,1.0449472937235194,1.0078269731784666,-152.03908979567566,-0.8901809947307349,-0.47253889203563904,0.01799691023532976,66.12017778653252,4.814111166056553e-06,0.0,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,2,1.1899972173261697,118.61135612267427,-0.5698490483486289,1.0446843730716897,1.007837936440615,-152.03675761104978,-0.8901714429141495,-0.472580266567509,0.017997106007868125,66.12158737109826,4.814008538502268e-06,0.0,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,3,1.1896220033346425,118.64561646899556,-0.5702937474594347,1.044014153365079,1.0079545557296732,-152.02201772119565,-0.890152827396006,-0.4728639659512015,0.017999188495172735,66.09309101094703,4.816084121879983e-06,0.0,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,4,1.1907702391945958,118.5429687611699,-0.5689710870477922,1.0460428598557558,1.007873233599626,-152.0226325869007,-0.8900860835974272,-0.4728162632490135,0.017997736314279037,66.16222275964022,4.811051879864649e-06,0.0,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,5,1.1912993440250808,118.57928861479694,-0.5698871705675205,1.0461466149145318,1.0078050761679551,-152.02209318823958,-0.8900214405579167,-0.4727926679815464,0.01799651921728491,66.19609768098306,4.808589891775983e-06,0.0,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,6,1.1908308341540126,118.60378439277224,-0.5701100805735128,1.0454915454466402,1.0075897706834065,-152.000871177489,-0.8896561549646931,-0.47302121719778883,0.0179926744764894,66.18420378304754,4.809454038719172e-06,0.0,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,7,1.189790289478,118.59245802537622,-0.5694054141507742,1.0446905796799013,1.0077512034280331,-152.07435635191678,-0.8904047352264647,-0.4719553956646097,0.017995557204072022,66.11577935518301,4.814431430563444e-06,0.0,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,8,1.190634377271625,118.6277927602429,-0.5704539917005821,1.0450801230976803,1.0075311302118293,-152.00560475561292,-0.8896434521410599,-0.4729201903159388,0.017991627325211236,66.17713649521951,4.809967657134646e-06,0.0,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,9,1.1917214122514788,118.60680324343103,-0.5705915708891138,1.0462433673141984,1.0078203269848125,-151.9819886001233,-0.8897037513885729,-0.47342269300158696,0.017996791553300223,66.21854838525053,4.806959589810199e-06,0.0,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,10,1.1905706386847688,118.58493688344988,-0.5696416407578453,1.0454505472823514,1.0078109170570473,-152.01698497581748,-0.8899844431426457,-0.47287475667817325,0.017996623518875845,66.15522280810248,4.811560942166536e-06,0.0,1.0094412984234855,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
