Frequency [Hz],n_repeat,VC_rms_fft_mean [V],VC_rms_fft_std [V],VC_phase_mean [deg],VC_phase_std [deg],VR_rms_fft_mean [V],VR_rms_fft_std [V],VR_phase_mean [deg],VR_phase_std [deg],Irms_mean [A],Irms_std [A],XC_mean [Ohm],XC_std [Ohm],C_mean [F],C_std [F]
500.0,10,1.0380801286966441,0.024149054423673506,115.66131448762826,1.0973675014684048,0.8924312836434851,0.023035705888974398,-156.04027604884217,0.624486241656533,0.015937124287599393,0.0004113518908745426,65.15360014301434,0.699874283605955,4.886024550770927e-06,5.1126462291323905e-08
