Frequency [Hz],repeat,VL_rms_fft [V],VL_phase [deg],VL_real [V],VL_imag [V],VL_rms_scope [V],M,dt [s],Mdt [s]
1000.0,1,0.3552628762983657,-176.41122819000765,-0.3545662108612441,-0.022237657054817516,0.46386206125700785,2000,2e-06,0.004
1000.0,2,0.35452594474349736,-176.26563623790807,-0.35377319215833514,-0.02309056097999887,0.46103362840469675,2000,2e-06,0.004
1000.0,3,0.35274673519802513,-176.17539628862477,-0.3519611390249225,-0.02352904182377289,0.46103362840469675,2000,2e-06,0.004
1000.0,4,0.35260776644709063,-176.17314900369846,-0.35182155699350814,-0.023533571625865037,0.46103362840469675,2000,2e-06,0.004
1000.0,5,0.35164605037972024,-176.05661179215835,-0.3508135237970641,-0.02418297477035199,0.46669049414467434,2000,2e-06,0.004
1000.0,6,0.3540580537897824,-176.16284877872036,-0.35326435682436924,-0.02369387369918997,0.46103362840469675,2000,2e-06,0.004
1000.0,7,0.3532267259400966,-176.1726756823319,-0.35243894162816974,-0.023577793416171326,0.46103362840469675,2000,2e-06,0.004
1000.0,8,0.3541279058354318,-176.2042123701928,-0.35335106891752127,-0.023443459348687933,0.46103362840469675,2000,2e-06,0.004
1000.0,9,0.3528085070229088,-176.08649318421402,-0.3519858342489495,-0.02407935040246913,0.46103362840469675,2000,2e-06,0.004
1000.0,10,0.35432061995550523,-176.25497103198455,-0.35356400154784967,-0.023143001860729345,0.46103362840469675,2000,2e-06,0.004
