category,phasor,RMS [V],RMS_std [V],phase [deg],phase_std [deg],real [V],imag [V]
measured,$V_R$,0.9668354785600609,0.002739827216360975,-6.579308997225503e-15,0.07207467165800208,0.9668354785600609,-1.1102230246251565e-16
measured,$V_L$,0.1766303549178449,0.0013690429975453642,59.74790082344001,0.05356305550317382,0.08898736644476096,0.15257631169886657
measured,$V_C$,1.1189160381299876,0.0016114290008961251,-88.99462796748797,0.3643304035491853,0.019632670584027734,-1.118743785962741
measured,$V_E$,1.4457123345727922,0.005766389616461295,-41.93588243807484,0.22014228742219838,1.0754555155888497,-0.9661674742638745
theory,$V_R$,0.9668354785600608,,0.0,,0.9668354785600608,0.0
theory,$V_L$,0.15187016183371294,,90.0,,0.0,0.15187016183371294
theory,$V_C$,1.1692754222602728,,-90.0,,0.0,-1.1692754222602728
theory,$V_E$,1.4035256700702337,,-46.459907532372,,0.9668354785600608,-1.01740526042656
