Frequency [Hz],1/f [1/Hz],repeat,Vrms [V],Irms [A],XC [Ohm]
200.0,0.005,1,0.6232439092657144,0.00396692101,157.1102393253135
200.0,0.005,2,0.6232439092657144,0.00397885405,156.63904768402207
200.0,0.005,3,0.6232439092657144,0.00397249684,156.8897180710443
2000.0,0.0005,1,0.10920557174606979,0.00659196125,16.566476592390433
2000.0,0.0005,2,0.1081024833642965,0.00658951374,16.405229221708325
2000.0,0.0005,3,0.1081024833642965,0.00659613917,16.388751143389914
5000.0,0.0002,1,0.04510831789998794,0.0066423635,6.791004120745265
5000.0,0.0002,2,0.04510831789998794,0.00665123528,6.781945909450363
5000.0,0.0002,3,0.04510831789998794,0.0066435351,6.789806514304099
