Frequency [Hz],Vrms_mean [V],Vrms_std [V],Irms_mean [A],Irms_std [A],XL_mean [Ohm],XL_std [Ohm]
200.0,0.08866034935317729,0.0004953660669839438,0.0195616316,4.496774724178011e-06,4.5323636697425265,0.0263685005932144
500.0,0.18588541600855735,0.0009906652220730407,0.019522574433333332,1.647427520601022e-05,9.521538677467651,0.042695647687639664
1000.0,0.35748729313908006,0.0017690937113605915,0.0193354059,8.973877373242093e-06,18.488747342727905,0.09328855787684981
2000.0,0.6786487233155238,0.0,0.018587188766666665,2.7128338547244307e-06,36.51163935941889,0.00532936331811837
5000.0,1.3672199105879432,0.0,0.0150990756,5.11624279720974e-06,90.54991520289575,0.0306770535554956
