Frequency [Hz],repeat,VC_rms_fft [V],VC_phase [deg],VC_real [V],VC_imag [V],VR_rms_fft [V],VR_phase [deg],VR_real [V],VR_imag [V],Irms [A],XC [Ohm],C [F],VC_rms_scope [V],VR_rms_scope [V],M_C,dt_C [s],Mdt_C [s],M_R,dt_R [s],Mdt_R [s]
500.0,1,1.0245804300571244,24.5412349123686,0.9320224843345778,0.4255574536426822,1.1922664154332532,114.07293090777989,-0.4863244587170471,1.0885714153070665,0.021290471704165235,48.123895247312774,6.614383240341815e-06,1.4637109898567757,1.2084981665231092,1500,3.9999999999996635e-06,0.005999999999999495,1500,3.9999999999996635e-06,0.005999999999999495
500.0,2,1.0274280800135498,24.542293085038327,0.9346050035074964,0.4267574803317242,1.1890101414651306,114.08402886448862,-0.4852064941631973,1.0855043871531747,0.021232323954734476,48.38980802120106,6.5780357310847224e-06,1.4637109898567757,1.2084981665231092,1500,3.9999999999996635e-06,0.005999999999999495,1500,3.9999999999996635e-06,0.005999999999999495
500.0,3,1.0286927072468122,24.539184485462066,0.9357785588629496,0.4272319916803479,1.1880862696142351,114.13105407984965,-0.48571955071368705,1.084262653650103,0.02121582624311134,48.487044315835824,6.564844087224162e-06,1.4637109898567757,1.2084981665231092,1500,3.9999999999996635e-06,0.005999999999999495,1500,3.9999999999996635e-06,0.005999999999999495
500.0,4,1.029750205341084,24.59246522478508,0.9363424342210172,0.4285420997720817,1.1863723539311481,114.1695541379833,-0.4857462715915916,1.0823723582053457,0.02118522060591336,48.60700884340347,6.548641723856848e-06,1.4637109898567757,1.2084981665231092,1500,3.9999999999996635e-06,0.005999999999999495,1500,3.9999999999996635e-06,0.005999999999999495
500.0,5,1.0274736470420642,24.674590365249035,0.9336585264847133,0.42893338793840025,1.1858062323687384,114.09512563117276,-0.4841087153871834,1.082485645360119,0.0211751112922989,48.5227035106891,6.560019602239806e-06,1.4637109898567757,1.2084981665231092,1500,3.9999999999996635e-06,0.005999999999999495,1500,3.9999999999996635e-06,0.005999999999999495
500.0,6,1.0285459768630933,24.598217368455927,0.9352044629008577,0.42813483751217135,1.1853503502102452,114.08430088186432,-0.48371815888392733,1.082160891692864,0.021166970539468664,48.59202571975196,6.5506609668755245e-06,1.4637109898567757,1.2084981665231092,1500,3.9999999999996635e-06,0.005999999999999495,1500,3.9999999999996635e-06,0.005999999999999495
500.0,7,1.0300460970517202,24.614731867504915,0.9364448245653492,0.4290291978365273,1.1854902978303357,114.15733382065612,-0.48515443110341755,1.0816711257265663,0.021169469604113138,48.65715184718594,6.541893105118111e-06,1.4637109898567757,1.1980799713565482,1500,3.9999999999996635e-06,0.005999999999999495,1500,3.9999999999996635e-06,0.005999999999999495
500.0,8,1.0327908965519594,24.794733811322597,0.9375841289638185,0.43312011857654226,1.179921865851638,114.23578271350871,-0.48434919066599985,1.0759281904551072,0.021070033318779248,49.01705094274607,6.493860402895101e-06,1.4424978066444332,1.1876619447642442,1500,3.9999999999996635e-06,0.005999999999999495,1500,3.9999999999996635e-06,0.005999999999999495
500.0,9,1.0322039764305386,24.802792088672476,0.9369904233034352,0.433005768548948,1.1796133796014299,114.20044037043205,-0.4835589649642074,1.0759453762796007,0.02106452463573982,49.00200665716499,6.495854106767442e-06,1.4424978066444332,1.1876619447642442,1500,3.9999999999996635e-06,0.005999999999999495,1500,3.9999999999996635e-06,0.005999999999999495
500.0,10,1.0333510656308214,24.747823142741176,0.9384471525075553,0.432586831504168,1.1790484506277985,114.22618734298153,-0.4838106002121098,1.0752127938460416,0.021054436618353545,49.07996753188019,6.485535793743762e-06,1.4424978066444332,1.1876619447642442,1500,3.9999999999996635e-06,0.005999999999999495,1500,3.9999999999996635e-06,0.005999999999999495
