Frequency [Hz],repeat,VC_rms_fft [V],VC_phase [deg],VC_real [V],VC_imag [V],VR_rms_fft [V],VR_phase [deg],VR_real [V],VR_imag [V],Irms [A],XC [Ohm],C [F],VC_rms_scope [V],VR_rms_scope [V],M_C,dt_C [s],Mdt_C [s],M_R,dt_R [s],Mdt_R [s]
500.0,1,1.1577383453860213,27.60856429853183,1.0259116791809435,0.5365289394779177,1.0066082593038883,117.30108698546624,-0.46169739937130844,0.8944806868303947,0.017975147487569433,64.40772439762432,4.942107319592424e-06,1.4778531119747669,1.0094412984234855,1500,3.9999999999996635e-06,0.005999999999999495,1500,3.9999999999996635e-06,0.005999999999999495
500.0,2,1.1570657777132864,27.588759536491384,1.025500980575729,0.535862811541789,1.006914068635018,117.2389448385719,-0.4608669572684637,0.8952528074869318,0.017980608368482465,64.35075799445494,4.946482312006632e-06,1.4778531119747669,1.0094412984234855,1500,3.9999999999996635e-06,0.005999999999999495,1500,3.9999999999996635e-06,0.005999999999999495
500.0,3,1.1581857084648723,27.61005575830036,1.0262941308909046,0.5367629758013877,1.0072431255525287,117.28223295414476,-0.4616940383283031,0.8951968101735678,0.017986484384866584,64.39200033105654,4.943314146901389e-06,1.4707820509157714,1.0094412984234855,1500,3.9999999999996635e-06,0.005999999999999495,1500,3.9999999999996635e-06,0.005999999999999495
500.0,4,1.1594481323591506,27.536856093971867,1.0280984566559395,0.5360350128982226,1.0077422663132745,117.25812412724282,-0.4615459244298918,0.895834714083112,0.017995397612737045,64.4302591868545,4.940378794079637e-06,1.4778531119747669,1.0094412984234855,1500,3.9999999999996635e-06,0.005999999999999495,1500,3.9999999999996635e-06,0.005999999999999495
500.0,5,1.1607939144079211,27.55203544714346,1.0291495673903683,0.5369298647558,1.0077936685787912,117.33495700698029,-0.4627704150330319,0.8952606443922652,0.017996315510335557,64.50175391408645,4.934902802918595e-06,1.4849241730691183,1.0094412984234855,1500,3.9999999999996635e-06,0.005999999999999495,1500,3.9999999999996635e-06,0.005999999999999495
500.0,6,1.1603587818811125,27.57210187212352,1.0285757437999121,0.5370888585281551,1.0079924056576988,117.32384733337364,-0.4626880391213613,0.8955269221623794,0.01799986438674462,64.46486245394264,4.937726911481574e-06,1.4778531119747669,1.0094412984234855,1500,3.9999999999996635e-06,0.005999999999999495,1500,3.9999999999996635e-06,0.005999999999999495
500.0,7,1.159713587780592,27.600447353701142,1.027738137287208,0.5372987314784509,1.008278145864428,117.30505728167287,-0.46252540477177895,0.8959325138471709,0.018004966890436215,64.41075925535873,4.941874461094923e-06,1.4849241730691183,1.0094412984234855,1500,3.9999999999996635e-06,0.005999999999999495,1500,3.9999999999996635e-06,0.005999999999999495
500.0,8,1.1596293688435197,27.575822445678835,1.0278943141024628,0.536817987888118,1.0079998805468824,117.29018571505469,-0.46216525901320943,0.8958052425297489,0.017999997866908615,64.42386145919464,4.940869407298795e-06,1.4778531119747669,1.0094412984234855,1500,3.9999999999996635e-06,0.005999999999999495,1500,3.9999999999996635e-06,0.005999999999999495
500.0,9,1.1584439611564845,27.664345138129413,1.0260138020274892,0.5378550819589075,1.0080082899665397,117.26851818451901,-0.4618303124002361,0.8959874302631526,0.01800014803511678,64.35746855506173,4.945966541730231e-06,1.4778531119747669,1.0094412984234855,1500,3.9999999999996635e-06,0.005999999999999495,1500,3.9999999999996635e-06,0.005999999999999495
500.0,10,1.1580129137047075,27.536022182268233,1.0268336206780548,0.5353565389084761,1.0081798465604503,117.23052078646737,-0.46131450964023507,0.8964460531487897,0.018003211545722327,64.32257437867293,4.948649665510449e-06,1.4778531119747669,1.0094412984234855,1500,3.9999999999996635e-06,0.005999999999999495,1500,3.9999999999996635e-06,0.005999999999999495
