Frequency [Hz],repeat,VC_rms_fft [V],VC_phase [deg],VC_real [V],VC_imag [V],VR_rms_fft [V],VR_phase [deg],VR_real [V],VR_imag [V],Irms [A],XC [Ohm],C [F],VC_rms_scope [V],VR_rms_scope [V],M_C,dt_C [s],Mdt_C [s],M_R,dt_R [s],Mdt_R [s]
500.0,1,1.065361288697487,138.3660349383211,-0.796255695838341,0.7077934319419543,0.8307990356714341,-157.74967573036383,-0.7689363778067878,-0.3145852580111818,0.014835697065561324,71.81066612438126,4.432626841706983e-06,0.0,0.8099051363416555,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,2,1.0682546051582287,137.58630325928985,-0.7886860993865862,0.720515189344496,0.8333098141223869,-157.6037269661512,-0.7704539377051511,-0.31749956879862695,0.014880532395042624,71.78873556393133,4.433980953743369e-06,0.0,0.8099051363416555,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,3,1.06593921639099,137.61019327438777,-0.7872763674823308,0.7186253086581795,0.8342779134030123,-157.62544515915812,-0.771469447923041,-0.31757601879455954,0.014897819882196647,71.55001368118432,4.448774637586092e-06,0.0,0.8167686663333438,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,4,1.0662442798469844,137.25519319320358,-0.7830327730948061,0.7236964422780261,0.834230957153339,-157.62041793972804,-0.7713981607590702,-0.31762582931886957,0.014896981377738195,71.57451921369537,4.447251475534662e-06,0.0,0.8167686663333438,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,5,1.065975485281491,137.37047002244304,-0.7842894706161603,0.7219375052604856,0.8328221304532335,-157.65618660447203,-0.7702932472090139,-0.3166086137123492,0.014871823758093455,71.67752271817855,4.440860594963926e-06,0.0,0.8099051363416555,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,6,1.0666148606916024,137.73284668251932,-0.7893129159204632,0.7173927667667845,0.8291032655098954,-157.7241445331582,-0.7672269071394271,-0.314285058251965,0.014805415455533847,72.04221076369267,4.418380319114392e-06,1.0606601717798212,0.8099051363416555,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,7,1.0657744952395087,138.25772704003847,-0.7952246241240747,0.7095724571104448,0.8258787220541359,-157.8828604503722,-0.7651072994176337,-0.31094450295772724,0.014747834322395284,72.2665085558413,4.404666733523294e-06,1.0606601717798212,0.8099051363416555,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,8,1.0659015912988496,139.07051968770307,-0.8053062250128339,0.6983037206610021,0.8179395170751865,-158.05650840664248,-0.7586821401903207,-0.30565742874895735,0.014606062804914045,72.97665397825341,4.361804341956334e-06,1.0465180496264745,0.7961779077840224,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,9,1.0666977257446648,140.55795267936568,-0.8237760493497452,0.6776703170617452,0.805183951805313,-158.4687325809192,-0.748996140378891,-0.29550969179088726,0.014378284853666304,74.18810634236868,4.290578394262162e-06,1.0465180496264745,0.7893142935052058,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
500.0,10,1.0679261533715318,140.77574042167927,-0.8272976279732385,0.6753109682248393,0.8031748700743245,-158.4799596456575,-0.7471850036231573,-0.29462593619634125,0.014342408394184367,74.45933235345328,4.274949507642585e-06,1.0465180496264745,0.7824506792263893,1000,1.9999999999998318e-06,0.0019999999999998318,1000,1.9999999999998318e-06,0.0019999999999998318
