Frequency [Hz],VL_rms_mean [V],VL_rms_std [V],VR_rms_mean [V],VR_rms_std [V],Irms_mean [A],Irms_std [A],XL_mean [Ohm],XL_std [Ohm],L_mean [H],L_std [H]
5000,1.411385137945961,0.008944263379399839,0.8768124154241885,0.0,0.015657364561146223,0.0,90.14193496192301,0.5712496087365208,0.002869306905811638,1.818343979394574e-05
