Frequency [Hz],Vrms_mean [V],Vrms_std [V],Irms_mean [A],Irms_std [A],XL_mean [Ohm],XL_std [Ohm]
200.0,3.058619387153667,5.438959822042073e-16,0.0187961757,1.3979531894883233e-06,162.72562287406524,0.012102553612968813
500.0,1.8875036769699578,0.009340752463818418,0.028310724233333334,1.0900164168183404e-05,66.67097080982707,0.3267130923980978
